depth	min	max	median	mean
1	346	872	610	612
2	442	892	654	658
3	508	914	701	705
4	550	957	753	752
5	574	1004	801	799
6	611	1083	845	845
7	808	1196	1004	1005
8	978	1349	1168	1165
9	1111	1528	1327	1325
10	1222	1740	1490	1485
11	1335	1968	1649	1645
12	1570	2066	1806	1808
13	1762	2184	1968	1972
14	1923	2340	2136	2135
15	2047	2533	2298	2299
16	2154	2758	2462	2462
17	2357	2826	2604	2597
18	2541	2927	2734	2732
19	2697	3031	2869	2867
20	2819	3199	3002	3002
21	2902	3381	3136	3137
22	2931	3396	3158	3161
23	2952	3422	3179	3185
24	2970	3453	3204	3208
