"labID","age","error","depth"
"356889",2378,335.5,70
"356890",2716,324,80
"356891",3224,313,95
"356892",3562,310,105
"356893",3901,312,115
"356894",4239,318.5,125
"356895",4408,323.5,130
"356896",4645,332.5,137
"356897",5085,356,150
"356898",5490,328.5,160
"356899",5960,268.5,170
"356900",6431,238.5,180
"356901",6901,242.5,190
"356902",7136,264,195
"356903",7687,276,205
"356904",8003,260.5,210
"356905",8634,244,220
"356906",9265,251.5,230
"356907",10212,302.5,245
"356908",10528,325,250
"356909",11159,417,260
"356910",11790,485,270
"356911",12334,289,280
"356912",12847,391,290
"356913",13583,381.5,305
"356914",14074,378.5,315
"356915",14565,376.5,325
"356916",14810,376,330
"356917",15105,375.5,336
"356918",15547,375.5,345
"356919",15792,376,350
"356920",16234,378,359
"356921",16774,382,370
"356922",17265,386,380
"356923",17756,392,390
"356924",18492,405.5,405
"356925",19229,421.5,420
"356926",19720,433.5,430
"356927",20211,446,440
"356928",20702,459.5,450
"356929",21438,483,465
"356930",22174,508.5,480
"356931",22665,527,490
"356932",23402,555.5,505
"356933",24138,585,520
"356934",24875,615,535
