"labID","age","error","depth"
"362146",33,46.5,0
"362147",65,46,2
"362148",113,48,5
"362149",193,55,10
"362150",274,65.5,15
"362151",356,76.5,20
"362152",389,81,22
"362153",491,94.5,28
"362154",526,98.5,30
"362155",597,106.5,34
"362156",670,113.5,38
"362157",707,116.5,40
"362158",744,119.5,42
"362159",802,123.5,45
"362160",861,126.5,48
"362161",901,128.5,50
"362162",942,130,52
"362163",1026,132.5,56
"362164",1069,134,58
"362165",1113,135.5,60
"362166",1226,138.5,65
"362167",1345,143,70
"362168",1599,154.5,80
"362169",1877,171,90
"362170",2180,193,100
"362171",2341,205,105
"362172",2509,216.5,110
"362173",2684,226,115
"362174",2866,232,120
"362175",3056,235,125
"362176",3253,234,130
"362177",3457,229,135
"362178",3670,220.5,140
"362179",3890,208,145
"362180",4116,193,150
"362181",4345,179.5,155
"362182",4573,171,160
"362183",4796,165.5,165
"362184",5011,162,170
"362185",5213,160.5,175
"362186",5401,168,180
"362187",5572,155,185
"362188",5729,142.5,190
"362189",5875,129.5,195
"362190",6012,117,200
"362191",6265,103,210
"362192",6504,126.5,220
"362193",6740,175.5,230
"362194",6976,236,240
"362195",7212,300,250
"362196",7330,332.5,255
"362197",7449,366,260
"362198",7685,432.5,270
"362199",7921,500.5,280
"362200",7992,521,283
"362201",8063,541.5,286
"362202",8110,555.5,288
"362203",8157,569,290
"362204",8228,589.5,293
"362205",8252,596.5,294
"362206",8275,603.5,295
"362207",8299,610,296
"362208",8417,644.5,301
"362209",8488,665,304
