"labID","age","error","depth"
"376232",-46,194.5,2
"376233",-30,189,5
"376234",-25,185.5,6
"376235",-9,283,9
"376236",24,112,15
"376237",54,110,20
"376238",87,108,25
"376239",156,111.5,34
"376240",192,105,38
"376241",232,99,42
"376242",276,97.5,46
"376243",325,95.5,50
"376244",371,93.5,53.5
"376245",415,91,56.5
"376246",445,89.5,58.5
"376247",503,86,62
"376248",584,82.5,66.5
"376249",653,79.5,70
"376250",716,78,73
"376251",784,77.5,76
"376252",807,78,77
"376253",933,79.5,82
"376254",1071,89.5,87
"376255",1221,109.5,92
"376256",1382,137,97
"376257",1551,167.5,102
"376258",1762,202,108
"376259",1816,211,109.5
"376260",1999,241,114.5
"376261",2221,271.5,120.5
"376262",2388,293.5,125
"376263",2425,298.5,126
"376264",2762,344.5,135
"376265",2949,372,140
"376266",3512,463,155
"376267",3530,466.5,155.5
"376268",4786,773.5,189
"376269",5011,829,195
"376270",5086,846.5,197
"376271",5199,871.5,200
