"labID","age","error","depth"
"335195",-40,266,20
"335196",-20,266,24
"335197",20,266,28
"335198",79,266,32
"335199",139,266,36
"335200",199,266,40
"335201",259,266,44
"335202",318,266,48
"335203",378,266,52
"335204",438,266,56
"335205",497,266,60
"335206",539,266,64
"335207",562,266,68
"335208",585,266,72
"335209",608,266,76
"335210",630,266,80
"335211",653,266,84
"335212",676,266,88
"335213",699,266,92
"335214",722,266,96
"335215",745,266,100
"335216",768,266,104
"335217",791,266,108
"335218",814,266,112
"335219",956,266,116
"335220",1218,266,120
"335221",1481,266,124
"335222",1743,266,128
"335223",1985,266,132
"335224",2209,266,136
"335225",2433,266,140
"335226",2657,266,144
"335227",2880,266,148
"335228",2992,266,152
"335229",3216,266,156
"335230",3440,266,160
