depth	min	max	median	mean
782	-25	94	37	35
791	51	310	146	156
792	54	339	158	169
793	71	356	172	184
794	85	369	187	199
795	93	390	203	214
796	101	411	220	229
797	105	430	235	244
798	120	453	249	259
799	133	463	264	274
800	142	476	278	288
801	149	501	294	303
802	156	528	310	318
803	169	537	325	333
804	182	558	339	348
805	190	569	353	363
806	195	589	373	378
807	203	605	389	393
808	225	617	406	409
809	249	631	422	426
810	257	646	438	442
811	270	668	453	459
812	281	696	467	476
813	315	704	484	492
814	335	719	500	509
815	352	733	519	526
816	361	753	537	542
817	363	784	556	559
818	391	800	577	582
819	417	822	602	606
820	434	841	627	629
821	450	870	653	653
822	459	899	678	676
823	495	912	693	694
824	524	927	710	712
825	546	945	726	730
826	569	962	742	748
827	582	985	760	766
828	612	1004	783	788
829	639	1021	802	810
830	658	1039	826	832
831	677	1058	849	853
832	687	1092	869	875
833	803	1184	972	974
834	913	1272	1070	1072
835	990	1358	1169	1171
836	1062	1456	1273	1270
837	1129	1558	1376	1369
838	1179	1593	1416	1409
839	1227	1636	1457	1450
840	1269	1678	1492	1490
841	1307	1726	1532	1531
842	1335	1773	1573	1571
843	1404	1805	1608	1607
844	1460	1837	1637	1643
845	1513	1889	1670	1680
846	1552	1926	1707	1716
847	1575	1970	1740	1752
848	1607	1993	1766	1776
849	1634	2018	1792	1800
850	1654	2038	1813	1825
851	1672	2077	1838	1849
852	1684	2111	1860	1873
853	1792	2190	1957	1968
854	1897	2266	2057	2063
855	1993	2353	2156	2158
856	2071	2450	2250	2253
857	2143	2563	2344	2348
858	2153	2569	2360	2361
859	2165	2581	2372	2374
860	2174	2592	2385	2387
861	2182	2603	2395	2400
862	2189	2621	2410	2413
863	2208	2637	2427	2431
864	2240	2661	2444	2449
865	2255	2685	2463	2467
866	2268	2712	2483	2485
867	2275	2747	2501	2503
868	2320	2756	2517	2523
869	2356	2766	2537	2544
870	2387	2780	2558	2564
871	2421	2792	2578	2585
872	2450	2809	2599	2606
873	2472	2819	2618	2625
874	2486	2842	2636	2645
875	2497	2865	2656	2665
876	2509	2892	2675	2685
877	2515	2931	2693	2705
878	2559	2953	2730	2740
879	2604	2983	2770	2774
880	2638	3014	2809	2809
