depth	min	max	median	mean
5	26	459	254	250
10	94	579	321	324
15	155	678	390	397
20	209	792	466	472
25	261	883	537	544
30	317	991	613	622
35	379	1089	687	697
40	433	1187	758	772
45	479	1306	832	851
50	549	1369	914	929
55	612	1468	996	1008
60	669	1547	1075	1081
65	723	1635	1142	1160
70	804	1755	1224	1242
75	873	1835	1303	1317
80	950	1937	1389	1398
85	1016	2036	1476	1474
90	1072	2154	1548	1556
95	1125	2257	1627	1634
100	1202	2338	1708	1712
105	1259	2423	1778	1784
115	1386	2598	1918	1932
120	1440	2671	2003	2004
125	1499	2752	2072	2080
130	1589	2865	2142	2156
135	1642	2951	2213	2230
140	1686	3016	2283	2304
142	1719	3054	2313	2334
145	1761	3102	2364	2379
150	1834	3157	2439	2454
155	1923	3245	2512	2533
