depth	min	max	median	mean
2	4006	4377	4219	4212
4	4045	4398	4243	4237
6	4073	4427	4267	4262
8	4107	4450	4291	4288
10	4147	4465	4314	4314
12	4166	4498	4340	4340
14	4210	4513	4364	4364
16	4235	4531	4388	4388
18	4258	4556	4410	4411
20	4280	4576	4432	4432
22	4297	4596	4454	4453
24	4339	4613	4474	4474
26	4358	4638	4495	4494
28	4383	4654	4513	4514
30	4410	4668	4531	4533
32	4424	4685	4550	4552
34	4452	4700	4571	4572
36	4469	4720	4592	4593
38	4490	4738	4613	4612
40	4516	4757	4632	4632
42	4532	4781	4650	4651
43	4544	4790	4660	4661
44	4556	4795	4671	4671
45	4566	4807	4679	4681
46	4571	4818	4689	4690
47	4578	4831	4699	4700
48	4587	4837	4710	4710
49	4600	4842	4718	4720
51	4619	4860	4741	4741
53	4637	4892	4760	4760
55	4653	4910	4779	4780
57	4661	4937	4797	4799
59	4687	4956	4819	4819
61	4708	4985	4839	4839
63	4724	5011	4860	4860
65	4746	5023	4883	4883
67	4766	5060	4904	4905
69	4790	5082	4929	4930
70	4799	5102	4941	4943
71	4804	5124	4952	4955
72	4809	5146	4964	4968
