depth	min	max	median	mean
465	-58	-34	-46	-46
471	-10	311	98	113
475	29	468	214	225
480	118	643	353	364
490	344	952	643	645
500	629	1221	937	930
510	961	1466	1206	1210
520	1222	1886	1512	1532
530	1491	2243	1856	1866
540	1783	2630	2210	2214
550	2146	2949	2551	2547
560	2528	3223	2889	2881
570	2880	3501	3206	3201
580	3158	3858	3509	3508
590	3479	4251	3846	3854
600	3817	4682	4242	4250
610	4310	5148	4724	4717
620	4806	5542	5169	5169
630	5101	5921	5504	5506
640	5358	6262	5796	5801
650	5598	6548	6065	6067
660	5808	6801	6310	6311
670	6033	7010	6527	6522
