depth	min	max	median	mean
30	19	509	252	255
40	242	682	453	452
50	481	892	694	691
60	752	1136	944	943
70	1011	1420	1235	1230
80	1349	1714	1530	1531
90	1633	2022	1829	1827
100	1935	2302	2120	2120
110	2226	2603	2417	2415
120	2487	2880	2683	2685
130	2751	3118	2934	2935
140	2944	3300	3124	3122
150	3127	3443	3284	3285
160	3296	3596	3441	3445
170	3460	3749	3599	3599
180	3605	3880	3748	3748
190	3748	4047	3887	3891
200	3888	4174	4035	4035
210	4036	4336	4179	4181
220	4159	4476	4322	4320
230	4295	4642	4469	4468
240	4438	4810	4619	4619
250	4539	4984	4763	4765
260	4661	5206	4915	4920
