depth	min	max	median	mean
1	-21	181	76	77
5	10	257	133	134
9	54	343	196	197
13	114	425	265	265
17	174	511	336	336
21	232	597	401	403
25	309	683	485	485
27	356	735	522	525
29	399	759	563	564
33	469	823	638	636
37	535	900	699	704
41	603	966	770	773
45	670	1033	829	833
49	764	1107	901	910
53	846	1177	977	983
57	909	1242	1038	1048
61	967	1325	1104	1117
65	1025	1378	1165	1176
67	1058	1407	1190	1203
69	1091	1424	1213	1227
71	1110	1453	1238	1251
73	1141	1473	1267	1278
75	1159	1497	1296	1304
77	1181	1528	1320	1328
79	1202	1556	1343	1351
81	1213	1586	1370	1373
83	1234	1606	1385	1391
85	1253	1620	1403	1409
87	1268	1640	1419	1426
89	1281	1659	1436	1442
91	1291	1683	1452	1459
93	1307	1688	1472	1474
95	1317	1701	1489	1490
97	1333	1710	1502	1504
99	1349	1725	1515	1517
101	1362	1739	1526	1530
103	1376	1744	1538	1541
105	1387	1755	1549	1552
107	1398	1762	1560	1563
109	1407	1770	1570	1574
111	1414	1780	1582	1585
113	1430	1791	1592	1595
115	1442	1807	1601	1606
117	1455	1817	1610	1617
121	1480	1830	1633	1638
125	1511	1852	1655	1661
129	1542	1873	1677	1685
133	1577	1894	1701	1709
137	1603	1915	1724	1735
141	1629	1932	1752	1762
145	1676	1962	1782	1793
149	1705	1978	1817	1827
153	1744	2021	1855	1862
157	1768	2047	1897	1898
161	1793	2083	1934	1935
165	1833	2132	1985	1983
169	1864	2209	2044	2040
173	1906	2311	2098	2104
177	1946	2422	2160	2171
181	1983	2508	2225	2236
185	2052	2609	2299	2317
189	2124	2719	2381	2406
193	2180	2878	2475	2508
197	2253	3085	2576	2621
201	2309	3217	2683	2731
205	2397	3338	2849	2868
209	2483	3490	3016	3010
213	2615	3670	3151	3145
215	2687	3749	3208	3208
217	2757	3832	3262	3280
219	2813	3929	3321	3360
221	2868	4060	3394	3440
223	2977	4133	3475	3527
225	3040	4233	3558	3614
227	3090	4341	3642	3698
229	3127	4435	3719	3780
231	3168	4575	3806	3862
233	3343	4685	3923	3984
235	3463	4825	4048	4106
237	3603	4933	4139	4209
239	3673	5007	4224	4294
241	3719	5095	4314	4378
245	4058	5259	4564	4600
249	4199	5531	4809	4839
253	4430	5791	5007	5070
257	4668	6026	5220	5289
261	4878	6312	5460	5515
265	5026	6499	5713	5744
269	5279	6678	5902	5961
273	5548	6865	6116	6185
277	5823	7103	6363	6423
281	6021	7326	6604	6669
285	6219	7555	6864	6900
289	6434	7793	7104	7134
293	6720	8057	7312	7360
297	6960	8260	7542	7575
301	7115	8489	7747	7777
305	7229	8713	7899	7958
309	7348	8924	8050	8119
313	7450	9101	8208	8269
317	7524	9310	8323	8407
321	7561	9478	8409	8519
325	7651	9599	8506	8625
329	7687	9720	8605	8712
