"labID","age","error","depth"
"427114",1985,159.5,150
"427115",2118,158,160
"427116",2251,157,170
"427117",2386,157,180
"427118",2521,156.5,190
"427119",2657,156,200
"427120",2794,154.5,210
"427121",2932,152.5,220
"427122",3071,150.5,230
"427123",3211,149,240
"427124",3353,147,250
"427125",3496,145.5,260
"427126",3640,143,270
"427127",3785,140.5,280
"427128",3932,138,290
"427129",4080,136.5,300
"427130",4229,138,310
"427131",4381,133,320
"427132",4534,132,330
"427133",4689,132.5,340
"427134",4846,134,350
"427135",5005,136.5,360
"427136",5166,140.5,370
"427137",5330,146,380
"427138",5497,153,390
"427139",5666,161,400
"427140",5838,171.5,410
"427141",6012,184.5,420
"427142",6189,199,430
"427143",6368,214.5,440
"427144",6550,232.5,450
"427145",6734,251,460
"427146",6920,271.5,470
"427147",7108,293.5,480
"427148",7298,316,490
"427149",7490,339.5,500
"427150",7586,351,505
"427151",7683,363,510
"427152",7780,375.5,515
"427153",7878,388.5,520
"427154",7976,401.5,525
"427155",8075,414.5,530
"427156",8174,428.5,535
"427157",8273,442,540
"427158",8372,456.5,545
"427159",8472,471.5,550
"427160",8572,486.5,555
"427161",8673,501.5,560
"427162",8773,517,565
"427163",8874,532.5,570
"427164",8976,548.5,575
"427165",9077,564.5,580
"427166",9179,581,585
"427167",9281,598,590
"427168",9383,614.5,595
"427169",9485,632,600
"427170",9588,649.5,605
"427171",9690,667,610
"427172",9793,685,615
"427173",9896,703,620
"427174",9999,721,625
"427175",10103,739.5,630
"427176",10206,758,635
"427177",10310,776.5,640
"427178",10413,795.5,645
"427179",10517,814.5,650
"427180",10620,833.5,655
"427181",10724,852.5,660
"427182",10828,871.5,665
"427183",10932,891,670
"427184",11036,910.5,675
"427185",11139,929.5,680
"427186",11243,949,685
"427187",11347,968.5,690
"427188",11451,988,695
"427189",11555,1007.5,700
"427190",11658,1027,705
"427191",11762,1046.5,710
"427192",11866,1066,715
"427193",11970,1085,720
"427194",12074,1104.5,725
"427195",12177,1124,730
"427196",12281,1143.5,735
"427197",12385,1163.5,740
"427198",12489,1183,745
"427199",12593,1202.5,750
"427200",12696,1222,755
"427201",12800,1241.5,760
"427202",12904,1261.5,765
"427203",13008,1281,770
"427204",13070,1292.5,773
