depth	min	max	median	mean
20	2032	2663	2376	2367
30	2209	2890	2528	2536
40	2366	3098	2705	2713
50	2529	3294	2901	2903
60	2734	3526	3102	3111
70	2906	3726	3307	3310
80	3115	3949	3511	3520
90	3327	4144	3728	3735
100	3567	4385	3941	3951
110	3769	4594	4138	4157
120	3971	4786	4360	4365
130	4171	4983	4550	4556
140	4362	5201	4746	4757
150	4544	5404	4951	4952
160	4745	5591	5145	5150
170	4955	5789	5340	5347
180	5147	5994	5561	5560
190	5381	6165	5787	5780
200	5616	6373	5987	5988
210	5828	6583	6190	6191
220	6021	6798	6399	6397
230	6223	7035	6590	6595
240	6431	7204	6778	6786
250	6614	7365	6965	6976
260	6810	7528	7147	7157
270	6994	7726	7332	7341
280	7196	7892	7508	7515
290	7360	8030	7676	7677
300	7511	8181	7841	7842
310	7679	8317	7996	7999
320	7829	8464	8147	8150
330	7976	8632	8297	8301
340	8122	8775	8437	8440
350	8255	8926	8578	8578
360	8380	9070	8704	8709
370	8461	9205	8818	8828
380	8581	9332	8931	8945
390	8679	9465	9059	9065
400	8812	9615	9181	9186
405	8861	9697	9238	9249
410	8912	9781	9310	9317
420	9035	9943	9452	9467
430	9173	10144	9626	9642
440	9325	10352	9815	9821
445	9372	10460	9908	9915
450	9452	10630	9992	10005
453	9505	10707	10048	10060
