depth	min	max	median	mean
0	112	1118	598	609
20	488	1387	951	951
40	912	1773	1334	1328
60	1275	2170	1727	1720
80	1708	2569	2148	2145
100	2192	3023	2599	2597
120	2661	3474	3054	3060
140	3126	3970	3539	3543
160	3612	4418	4019	4015
180	4045	4913	4497	4494
200	4538	5418	4961	4966
220	5005	5922	5452	5451
240	5453	6351	5919	5908
260	5888	6875	6354	6362
280	6338	7295	6813	6812
300	6746	7771	7246	7248
320	7154	8214	7658	7671
340	7558	8649	8076	8084
360	7925	9072	8464	8474
380	8315	9423	8841	8846
400	8614	9825	9211	9207
420	8932	10208	9544	9550
440	9223	10574	9862	9872
