"labID","age","error","depth"
"245694",-17,266,0
"245695",376,266,5
"245696",768,266,10
"245697",1161,266,15
"245698",1554,266,20
"245699",1947,266,25
"245700",2340,266,30
"245701",2733,266,35
"245702",3125,266,40
"245703",3518,266,45
"245704",3911,266,50
"245705",4304,266,55
"245706",4697,266,60
"245707",5090,266,65
"245708",5482,266,70
"245709",5655,266,72.2
"245710",5875,266,75
"245711",6008,266,77.2
"245712",6067,266,80
"245713",6114,266,82.2
"245714",6173,266,85
"245715",6220,266,87.2
"245716",6644,266,90
"245717",7011,266,92.2
"245718",7479,266,95
"245719",7846,266,97.2
"245720",8314,266,100
"245721",8681,266,102.2
"245722",9024,266,105
"245723",9391,266,107.2
"245724",9859,266,110
"245725",10694,266,115
