depth	min	max	median	mean
140	9612	10853	10257	10251
160	9938	11097	10586	10570
180	10359	11386	10906	10902
200	10819	11709	11285	11269
210	11062	11865	11485	11478
213	11170	11913	11567	11562
217	11317	12034	11694	11688
220	11406	12165	11804	11795
225	11661	12378	12055	12043
230	11945	12607	12287	12281
235	12196	12758	12485	12481
240	12350	12909	12631	12633
250	12587	13198	12883	12886
260	12795	13399	13110	13107
270	12998	13621	13313	13313
280	13174	13839	13502	13504
290	13312	14065	13674	13677
295	13368	14168	13750	13759
