depth	min	max	median	mean
0	-65	-43	-54	-54
20	40	363	178	186
40	217	620	421	421
60	444	893	659	659
80	668	1136	898	898
90	792	1274	1026	1025
100	904	1375	1146	1144
110	1031	1515	1269	1268
120	1149	1619	1387	1388
130	1270	1734	1512	1510
140	1400	1856	1633	1630
150	1517	1974	1752	1751
160	1638	2089	1873	1872
170	1766	2216	1992	1995
180	1893	2323	2111	2110
190	2007	2424	2234	2232
200	2163	2538	2357	2355
210	2293	2646	2477	2477
220	2432	2745	2596	2595
230	2561	2878	2713	2716
240	2685	3082	2864	2872
250	2830	3256	3025	3028
260	2967	3420	3189	3188
270	3107	3587	3341	3343
280	3247	3739	3490	3492
290	3394	3892	3644	3643
300	3545	4024	3781	3785
310	3688	4175	3927	3930
320	3820	4357	4082	4080
