"labID","age","error","depth"
"247569",1040.129018,241.416013773009,5
"247570",1243.119965,267.083651152735,7.5
"247571",1483.305082,286.617753858189,10
"247572",1975.348429,317.510398467662,15
"247573",2485.759717,327.020771703659,20
"247574",3034.232989,323.570377842147,25
"247575",3585.904366,343.369262405053,30
"247576",4151.994082,348.087254517777,35
"247577",4545.421139,313.368737382826,39
"247578",4712.93223,300.986287817157,41
"247579",4882.78985,315.109469157868,43
"247580",5094.731517,363.975098417086,45
"247581",5384.266859,401.626228848145,47
"247582",5690.899473,364.753569677753,49
"247583",5930.906163,309.35426160584,51
