depth	min	max	median	mean
1146	-72	22	-34	-32
1154	-28	111	36	37
1170	78	273	174	175
1194	284	636	449	451
1242	783	1329	1041	1046
1290	1323	1951	1649	1648
1336	1959	2535	2243	2243
1344	2068	2619	2344	2348
1376	2463	3092	2771	2778
1420	3056	3724	3393	3394
1452	3493	4191	3850	3846
1500	4200	4853	4527	4530
1526	4562	5211	4904	4900
1558	4981	5671	5343	5339
1574	5200	5904	5567	5565
1598	5539	6276	5911	5904
1626	5935	6651	6295	6298
1642	6187	6868	6516	6521
1658	6402	7103	6748	6746
1682	6748	7432	7084	7085
1698	6961	7659	7314	7316
1712	7150	7866	7517	7516
1728	7394	8092	7744	7744
1744	7658	8323	7984	7986
1760	7891	8569	8221	8223
1784	8234	8913	8571	8578
1810	8651	9311	8981	8981
1826	8940	9565	9260	9256
1842	9204	9868	9527	9529
1858	9438	10128	9808	9806
1874	9737	10423	10086	10088
1882	9892	10566	10232	10233
1904	10287	10952	10614	10616
1912	10434	11071	10758	10760
1928	10725	11352	11054	11049
1944	10990	11636	11328	11332
1960	11300	11907	11597	11599
1976	11562	12161	11864	11863
1984	11701	12292	11990	11996
1994	11847	12437	12156	12152
2010	12090	12701	12406	12402
2026	12354	12953	12656	12653
2034	12493	13047	12773	12771
2042	12610	13180	12890	12890
2050	12741	13301	13011	13013
2058	12840	13422	13129	13131
2074	13045	13709	13376	13377
2082	13158	13876	13493	13501
