labID,age,error,depth
259544,-2,1,1
259545,217,258.5,10
259546,460,545,20
259547,700,600.5,30
259548,938,721.5,40
259549,1181,693.5,50
259550,1425,736.5,60
259551,1671,650,70
259552,1917,645,80
259553,2157,459,90
259554,2399,354,100
259555,2655,291,110
259556,2910,488,120
259557,3161,520,130
259558,3412,638,140
259559,3658,575.5,150
259560,3902,577,160
259561,4069,437.5,167
259562,4140,370.5,170
259563,4211,315.5,173
