depth	min	max	median	mean
3	14	590	310	306
11	157	691	439	431
19	292	806	552	549
27	423	918	672	672
35	576	1010	799	795
43	707	1114	928	925
59	1014	1306	1164	1162
67	1120	1449	1281	1282
75	1238	1566	1400	1403
83	1348	1697	1523	1526
91	1492	1842	1662	1665
99	1664	2121	1875	1884
107	1940	2350	2156	2152
115	2187	2533	2368	2366
127	2451	2759	2614	2612
131	2541	2815	2685	2682
139	2687	2925	2803	2803
147	2781	3026	2899	2900
155	2888	3164	3018	3017
163	2992	3365	3163	3167
221	8244	9328	8816	8798
229	9007	9824	9420	9420
237	9491	10113	9796	9800
241	9661	10248	9970	9965
247	9850	10499	10205	10194
255	10364	10797	10596	10593
259	10882	11150	11068	11056
263	11453	12181	11830	11831
265	11691	12338	12003	12007
267	11793	12624	12180	12183
269	11850	12843	12282	12302
271	11897	12902	12344	12362
293	12331	13643	12911	12930
299	12443	13768	13048	13061
303	12539	13872	13127	13140
307	12601	13938	13196	13212
311	12655	14008	13259	13279
