"labID","age","error","depth"
"133092",-43,3,0
"133093",-32,7.5,0.5
"133094",-20,13.5,1
"133095",-9,20,1.5
"133096",3,26.5,2
"133097",14,33,2.5
"133098",26,39.5,3
"133099",37,46,3.5
"133100",48,52.5,4
"133101",60,59,4.5
"133102",71,65.5,5
"133103",94,78.5,6
"133104",117,92,7
"133105",140,105,8
"133106",163,118,9
"133107",186,131,10
"133108",247,115.5,11.5
"133109",309,103,13
"133110",391,93.5,15
"133111",452,93.5,16.5
"133112",514,98,18
"133113",596,114,20
"133114",745,112,21.5
"133115",894,155.5,23
"133116",1092,245,25
"133117",1240,319.5,26.5
"133118",1388,396.5,28
"133119",1585,502.5,30
"133120",1674,408.5,31.5
"133121",1764,317.5,33
"133122",1885,217,35
"133123",2184,253.5,40
"133124",2292,264,45
"133125",2397,328,50
"133126",2604,361.5,60
"133127",2923,294,75
"133128",2923,294,85
"133129",3105,348,93
