"labID","age","error","depth"
"156374",4985,1249.5,83
"156375",5524,1215.5,92
"156376",6137,1144.5,102
"156377",6747,1063,112
"156378",7356,893.5,122
"156379",8060,967,132
"156380",8806,1067,142
"156381",9775,1122.5,155
"156382",10384,1139,163
"156383",10921,1378.5,170
"156384",11379,1494,176
"156385",11606,1546.5,179
"156386",11838,1588.5,182
"156387",11995,1633,184
"156388",11760,1584,186
"156389",11917,1605.5,188
"156390",12069,1670.5,190
"156391",12217,1785.5,192
"156392",12366,1938.5,194
"156393",12515,2128,196
"156394",12663,2319.5,198
"156395",12808,2523.5,200
"156396",13100,2955,204
"156397",13390,3408,208
"156398",14115,4564,218
"156399",14843,5732.5,228
"156400",18511,11772,278
"156401",19995,14185.5,298
"156402",21032,15865,312
"156403",24037,20736.5,352
