depth	min	max	median	mean
379	-52	-40	-46	-46
385	-7	149	57	60
390	111	229	180	177
395	240	541	362	369
397.5	304	656	486	488
402.5	559	886	723	725
405	660	1017	827	831
410	819	1191	1004	1003
415	988	1368	1179	1176
420	1147	1527	1337	1336
425	1302	1675	1479	1481
430	1442	1827	1633	1632
435	1610	2017	1805	1805
440	1762	2306	1999	2007
445	1933	2545	2216	2221
450	2142	2750	2446	2449
455	2409	2933	2682	2680
460	2614	3143	2903	2895
465	2842	3366	3095	3094
470	3025	3564	3297	3297
475	3218	3760	3486	3482
485	3611	4133	3874	3876
490	3849	4380	4099	4103
495	4084	4622	4329	4339
500	4319	4963	4620	4627
505	4618	5437	4977	4996
510	4997	5745	5384	5383
515	5410	6011	5712	5710
520	5639	6254	5967	5962
525	5886	6508	6196	6193
530	6083	6689	6391	6395
535	6260	6853	6565	6562
540	6438	6977	6709	6710
545	6559	7124	6837	6836
550	6646	7262	6935	6940
555	6706	7362	7024	7030
560	6775	7473	7106	7110
565	6832	7580	7184	7189
