depth	min	max	median	mean
0.5	-69	-22	-50	-49
6.5	-49	35	-15	-13
9.5	-40	63	6	7
14.5	-14	108	42	43
17.5	14	143	76	77
20	28	207	103	106
24.5	86	390	218	221
30.5	217	581	400	398
34.5	358	674	526	524
39.5	533	766	654	653
44.5	628	845	744	742
49.5	719	934	828	828
54.5	789	1030	912	911
60.5	891	1117	1002	1003
64.5	948	1168	1058	1059
69.5	1023	1227	1127	1128
74.5	1079	1281	1189	1187
79.5	1146	1324	1238	1237
84.5	1199	1369	1287	1288
89.5	1262	1414	1339	1337
94.5	1304	1464	1382	1382
99.5	1344	1512	1428	1428
104.5	1388	1593	1485	1485
109.5	1437	1663	1547	1548
114.5	1495	1740	1618	1619
119.5	1563	1823	1692	1693
125.5	1632	1925	1783	1782
131.5	1740	2028	1879	1879
137.5	1819	2150	1972	1975
139.5	1841	2197	2002	2006
