"labID","age","error","depth"
"551927",-22,266,0.4
"551932",-7,266,1.32
"551928",20,266,2.88
"551929",28,266,3.4
"551931",42,266,4.24
"551930",57,266,5.08
"551956",84,266,6.7
"551961",109,266,8.22
"551966",134,266,9.62
"551967",170,266,10.9
"551933",212,266,12.42
"551934",254,266,13.94
"551935",302,266,15.55
"551936",347,266,17.16
"551937",390,266,18.68
"551938",435,266,20.18
"551939",479,266,21.72
"551940",503,266,22.52
"551942",536,266,23.62
"551941",554,266,24.2
"551943",581,266,25.14
"551944",611,266,26.09
"551945",638,266,27.03
"551946",664,266,27.92
"551947",691,266,28.76
"551948",715,266,29.6
"551949",736,266,30.32
"551950",757,266,31.04
"551951",781,266,31.76
"551952",802,266,32.48
"551953",811,266,32.84
"551954",826,266,33.3
"551955",835,266,33.63
"551957",1007,266,35.26
"551958",1152,266,36.7
"551959",1276,266,37.9
"551960",1421,266,39.26
"551962",1566,266,40.74
"551963",1722,266,42.18
"551964",1867,266,43.6
"551965",2032,266,45.2
"551968",2219,266,47.04
"551969",2374,266,48.46
"551970",2509,266,49.78
"551972",2555,266,51.1
"551971",2680,266,52.3
"551973",2845,266,53.9
"551974",3021,266,55.56
"551975",3198,266,57.25
"551977",3363,266,58.86
"551976",3519,266,60.38
"551978",3674,266,61.9
"551979",3840,266,63.5
"551980",4016,266,65.22
"551982",4182,266,66.82
"551981",4337,266,68.32
"551983",4544,266,70.35
"551984",4658,266,71.4
"551985",4834,266,73.08
"551986",5041,266,75.1
"551988",5165,266,76.26
"551990",5321,266,77.76
"551987",5466,266,79.2
"551989",5611,266,80.64
