depth	min	max	median	mean
500	-73	113	-28	-15
510	-39	224	64	73
530	92	420	243	245
550	258	593	418	420
570	428	779	601	603
590	619	956	789	789
605	750	1089	929	926
625	942	1273	1114	1113
635	1047	1352	1205	1205
645	1153	1457	1304	1304
660	1286	1603	1453	1451
670	1395	1695	1551	1549
680	1509	1785	1648	1647
685	1563	1831	1699	1699
690	1615	1889	1752	1751
700	1719	2006	1863	1863
710	1828	2131	1977	1979
720	1937	2229	2089	2088
730	2050	2352	2204	2203
740	2160	2462	2320	2319
745	2216	2514	2371	2373
750	2270	2581	2429	2427
760	2401	2708	2550	2551
770	2522	2828	2675	2674
780	2645	2947	2791	2794
785	2704	3003	2852	2854
790	2763	3073	2918	2918
800	2880	3216	3039	3043
810	3016	3329	3165	3169
820	3137	3473	3296	3300
830	3260	3600	3423	3427
840	3386	3730	3554	3555
850	3513	3857	3680	3682
860	3647	4008	3810	3815
870	3783	4129	3945	3947
880	3899	4259	4081	4081
890	4053	4398	4221	4220
900	4176	4530	4353	4351
910	4306	4655	4488	4484
915	4381	4715	4549	4549
920	4460	4785	4619	4621
930	4582	4927	4755	4756
940	4716	5067	4897	4896
950	4856	5203	5038	5035
960	4993	5336	5172	5170
970	5142	5473	5312	5309
975	5223	5538	5383	5382
980	5291	5605	5452	5449
985	5351	5678	5523	5521
990	5432	5757	5592	5592
995	5508	5829	5661	5662
1000	5565	5885	5728	5730
1010	5718	6051	5870	5870
1015	5778	6112	5938	5939
1025	5912	6260	6084	6085
1035	6050	6402	6233	6229
1045	6198	6555	6376	6374
1055	6328	6708	6513	6515
1065	6472	6848	6662	6658
1075	6597	7009	6803	6801
1085	6761	7150	6943	6947
1100	6968	7333	7164	7162
1110	7132	7505	7319	7319
1120	7278	7652	7465	7464
1130	7435	7793	7620	7618
1140	7603	7936	7766	7768
1150	7737	8073	7908	7908
1160	7887	8223	8056	8058
1170	8035	8380	8209	8211
1180	8187	8550	8360	8359
1190	8347	8681	8512	8513
1200	8493	8839	8662	8662
1213	8704	9014	8865	8863
1220	8795	9130	8965	8967
1230	8945	9301	9128	9125
1240	9094	9451	9273	9274
1250	9242	9604	9427	9427
1260	9403	9754	9581	9580
1270	9567	9942	9734	9738
1280	9716	10096	9882	9885
1290	9829	10257	10035	10033
1300	9962	10435	10184	10185
