depth	min	max	median	mean
0	-58	-46	-52	-52
8	-30	240	50	64
16	26	410	163	179
24	89	593	283	296
32	168	753	397	408
40	258	899	505	522
48	333	1014	626	634
56	422	1169	741	750
64	526	1286	850	860
72	602	1429	955	969
80	683	1578	1069	1079
88	779	1729	1182	1194
96	862	1843	1296	1309
104	946	1979	1408	1421
112	1044	2112	1522	1533
120	1137	2285	1635	1649
128	1239	2420	1756	1767
136	1346	2564	1867	1880
144	1464	2688	1989	2003
152	1569	2804	2103	2122
160	1667	2936	2209	2244
168	1753	3038	2325	2358
176	1862	3174	2436	2476
184	1955	3332	2559	2593
192	2076	3460	2682	2712
200	2176	3589	2804	2833
208	2298	3739	2921	2952
216	2400	3906	3047	3074
224	2495	4037	3171	3193
232	2602	4128	3289	3313
240	2724	4253	3398	3429
248	2836	4407	3521	3549
256	2920	4559	3650	3672
264	3051	4690	3767	3795
272	3207	4863	3893	3922
280	3305	4986	4008	4044
288	3386	5101	4134	4160
296	3477	5223	4255	4278
304	3612	5382	4385	4398
