depth	min	max	median	mean
1	155	452	293	296
3.3	185	494	327	332
6.7	215	582	378	384
11	247	696	436	449
13.3	282	747	474	487
16.7	322	823	532	542
21	363	915	598	610
23.3	389	956	631	645
26.7	419	1038	686	697
31	467	1118	750	762
33.3	493	1157	785	798
36.7	539	1244	837	850
41	583	1321	903	916
44.3	618	1353	955	964
47.6	659	1387	1001	1012
51	706	1460	1046	1062
54.3	760	1520	1095	1110
57.6	787	1599	1148	1158
61	839	1661	1197	1206
64.3	869	1708	1238	1251
67.7	913	1764	1281	1299
71	954	1823	1327	1346
74.3	987	1866	1377	1393
77.7	1021	1925	1427	1441
81	1056	1963	1473	1489
84.3	1113	2039	1526	1539
87.7	1140	2107	1568	1590
91	1187	2161	1619	1640
94.3	1239	2220	1671	1692
97.7	1293	2263	1722	1745
101	1331	2339	1776	1796
104.3	1369	2372	1836	1853
107.7	1422	2461	1891	1911
109.4	1439	2498	1922	1939
111	1456	2528	1948	1965
112.7	1490	2550	1972	1993
114.3	1518	2573	1999	2020
116	1540	2601	2028	2048
117.7	1556	2630	2055	2078
119.4	1589	2672	2088	2108
121	1604	2711	2112	2136
122.7	1643	2732	2147	2169
124.3	1677	2781	2179	2199
126	1708	2848	2209	2232
127.7	1731	2879	2244	2262
129.4	1770	2944	2271	2292
131	1791	2993	2303	2321
132.7	1825	3026	2333	2357
134.3	1858	3065	2359	2392
136	1901	3108	2395	2429
137.7	1919	3176	2430	2464
139.4	1940	3243	2471	2498
141	1958	3279	2499	2531
142.7	1997	3331	2534	2568
144.3	2011	3389	2559	2602
146	2031	3457	2599	2638
147.7	2072	3502	2636	2676
149.4	2099	3548	2673	2714
151	2111	3597	2700	2749
152.7	2151	3637	2737	2787
154.3	2182	3680	2778	2822
156	2209	3758	2812	2859
157.7	2239	3787	2849	2898
159.4	2270	3831	2888	2937
161	2298	3876	2921	2973
164.3	2372	3990	2987	3051
167.7	2422	4060	3053	3126
171	2459	4160	3137	3193
174.3	2508	4259	3198	3256
177.7	2581	4340	3263	3323
181	2635	4407	3318	3390
184.3	2688	4482	3370	3450
187.7	2723	4554	3434	3511
191	2754	4630	3502	3570
194.3	2823	4708	3553	3626
197.7	2867	4787	3615	3686
201	2921	4841	3660	3745
204.3	2966	4900	3714	3800
207.7	3013	4960	3768	3857
211	3048	5053	3823	3912
214.3	3119	5103	3885	3965
217.7	3162	5171	3938	4019
221	3190	5231	3992	4070
223.3	3225	5245	4025	4106
227.7	3296	5308	4096	4176
231	3330	5369	4150	4228
234.3	3389	5410	4206	4281
237	3430	5467	4252	4324
