depth	min	max	median	mean
10	508	1047	805	804
18	708	1169	945	947
23	803	1268	1049	1046
33	1038	1518	1285	1277
38	1176	1635	1412	1407
43	1316	1762	1554	1546
48	1459	1916	1688	1687
53	1594	2056	1827	1829
58	1766	2215	1998	1992
63	1884	2413	2145	2147
73	2220	2705	2464	2460
78	2361	2856	2605	2606
83	2509	2988	2755	2752
88	2651	3133	2898	2899
93	2816	3290	3051	3049
98	2960	3458	3213	3209
103	3136	3650	3383	3383
108	3294	3848	3571	3570
113	3500	4105	3803	3802
123	3949	4616	4281	4283
133	4405	5002	4693	4689
138	4596	5213	4907	4903
148	5065	5692	5378	5376
153	5370	6030	5692	5692
158	5664	6330	6014	6009
173	6383	7046	6732	6730
183	6831	7529	7170	7174
193	7248	7881	7576	7572
198	7491	8072	7778	7784
203	7714	8270	8005	8001
208	7981	8521	8244	8241
213	8213	8789	8506	8500
218	8429	9002	8719	8721
223	8702	9216	8968	8965
228	8938	9514	9227	9224
233	9136	9705	9452	9450
238	9396	9913	9673	9666
243	9611	10110	9862	9860
248	9763	10249	10020	10016
253	9906	10354	10153	10148
258	10064	10456	10274	10272
263	10185	10556	10377	10377
268	10295	10646	10469	10472
273	10380	10744	10566	10563
278	10481	10832	10652	10651
283	10569	10914	10733	10734
288	10638	10978	10812	10813
293	10723	11066	10889	10890
298	10801	11140	10966	10968
303	10865	11222	11048	11049
308	10969	11308	11137	11135
313	11044	11379	11212	11213
318	11123	11450	11286	11286
323	11199	11546	11355	11359
328	11263	11617	11432	11434
333	11334	11692	11509	11511
338	11414	11777	11594	11597
343	11505	11873	11681	11685
348	11590	11957	11780	11776
353	11699	12093	11882	11884
358	11805	12197	11998	11998
363	11921	12312	12117	12113
368	12020	12410	12223	12224
373	12135	12514	12335	12333
378	12245	12610	12438	12438
383	12351	12710	12540	12539
388	12449	12801	12632	12633
393	12530	12883	12712	12713
398	12613	12944	12781	12783
403	12677	13007	12848	12848
408	12750	13064	12908	12910
413	12809	13114	12965	12964
418	12862	13167	13014	13017
423	12926	13226	13066	13068
428	12982	13281	13122	13121
433	13036	13327	13171	13171
438	13085	13372	13220	13219
443	13130	13406	13268	13269
448	13187	13455	13314	13317
453	13233	13499	13361	13362
458	13271	13539	13406	13407
463	13319	13593	13454	13452
468	13367	13639	13502	13500
473	13413	13697	13544	13545
478	13452	13743	13591	13591
488	13539	13844	13682	13682
493	13578	13888	13727	13727
498	13619	13929	13773	13773
503	13683	13973	13818	13820
508	13734	14031	13867	13869
513	13778	14072	13915	13919
518	13816	14138	13969	13970
523	13851	14198	14022	14023
528	13892	14264	14084	14081
533	13939	14333	14143	14143
538	13996	14423	14204	14208
