depth	min	max	median	mean
2.5	417	865	646	645
5	450	903	685	683
7.5	474	965	721	721
10	507	1017	757	760
15	566	1130	830	841
20	638	1250	913	926
25	724	1374	1004	1018
30	801	1477	1093	1109
35	880	1600	1200	1207
40	965	1709	1301	1314
45	1054	1838	1401	1421
50	1159	1978	1523	1540
55	1255	2129	1653	1667
60	1358	2265	1786	1795
65	1473	2389	1914	1923
70	1604	2537	2044	2049
75	1722	2672	2172	2179
80	1861	2833	2311	2315
85	1975	2963	2438	2450
90	2105	3077	2577	2584
95	2221	3217	2707	2713
100	2365	3367	2829	2840
105	2454	3485	2965	2968
110	2564	3623	3081	3085
115	2691	3728	3195	3198
120	2793	3827	3305	3310
125	2908	3932	3417	3418
130	3003	4060	3516	3524
135	3081	4152	3624	3625
140	3188	4256	3721	3726
145	3280	4375	3812	3818
150	3358	4493	3900	3909
155	3478	4568	3996	4001
160	3571	4638	4086	4089
165	3670	4711	4174	4177
170	3742	4781	4269	4265
175	3821	4855	4357	4349
180	3908	4957	4433	4432
185	3978	5025	4515	4514
190	4054	5123	4596	4594
195	4140	5212	4676	4675
200	4238	5283	4758	4755
205	4307	5357	4843	4836
210	4389	5429	4921	4912
215	4459	5528	4990	4990
220	4539	5597	5072	5066
225	4588	5688	5148	5144
230	4657	5782	5237	5226
235	4719	5850	5322	5306
240	4790	5922	5399	5385
245	4894	6005	5479	5464
250	4976	6125	5551	5543
255	5028	6215	5628	5623
260	5089	6287	5700	5702
265	5136	6383	5776	5781
270	5208	6480	5859	5860
272.5	5250	6522	5903	5898
275	5291	6552	5942	5935
277.5	5319	6597	5975	5972
280	5351	6633	6013	6010
282.5	5369	6675	6053	6049
285	5408	6739	6098	6090
287.5	5454	6821	6133	6131
290	5492	6869	6176	6172
292.5	5517	6936	6220	6212
295	5549	6968	6258	6251
297.5	5571	7009	6293	6290
300	5611	7072	6332	6328
302.5	5635	7126	6366	6368
305	5657	7177	6415	6410
307.5	5704	7203	6458	6452
310	5719	7254	6498	6493
312.5	5747	7314	6536	6534
315	5812	7367	6570	6576
317.5	5856	7404	6611	6618
320	5897	7459	6660	6661
322.5	5929	7531	6708	6704
325	5961	7583	6752	6746
327.5	5991	7629	6787	6788
330	6040	7695	6824	6830
332.5	6082	7766	6863	6872
335	6131	7815	6905	6914
337.5	6151	7851	6945	6956
340	6189	7874	6988	6996
342.5	6239	7932	7026	7037
345	6279	7997	7071	7078
347	6311	8041	7099	7111
