depth	min	max	median	mean
25	1794	2585	2182	2194
30	1918	2710	2310	2323
35	2151	2962	2573	2574
40	2534	3394	2972	2977
45	2987	3934	3430	3437
50	3569	4474	4048	4040
55	4078	4822	4449	4449
60	4414	5185	4794	4797
65	4725	5420	5057	5061
70	4890	5582	5237	5235
75	5083	5756	5400	5404
80	5228	5898	5543	5547
85	5371	6061	5699	5703
90	5532	6201	5873	5875
95	5787	6456	6126	6126
100	6046	6689	6377	6375
105	6316	6919	6630	6627
110	6551	7159	6858	6856
115	6786	7360	7073	7075
120	6956	7530	7234	7234
150	7711	8242	7984	7984
160	7931	8407	8179	8175
165	8016	8489	8255	8258
175	8170	8622	8397	8396
185	8287	8744	8519	8517
205	8530	8972	8748	8749
215	8640	9073	8858	8859
225	8746	9194	8970	8970
230	8796	9245	9017	9020
240	8905	9357	9122	9126
290	9425	9946	9674	9680
300	9550	10073	9799	9800
305	9619	10147	9874	9871
310	9689	10241	9951	9951
315	9769	10343	10049	10049
340	10385	11141	10757	10760
350	10838	11617	11222	11219
355	11055	11789	11427	11429
360	11263	11953	11617	11613
375	11658	12304	12004	11998
380	11799	12399	12110	12109
395	12134	12708	12431	12431
400	12259	12810	12550	12547
405	12408	12925	12670	12667
408	12496	12980	12747	12746
411	12579	13070	12818	12821
415	12642	13206	12902	12907
