depth	min	max	median	mean
2.5	16706	17599	17153	17160
7.5	16864	17714	17282	17287
12.5	17072	17904	17480	17481
17.5	17354	18188	17770	17776
22.5	17714	18549	18152	18153
27.5	18183	18974	18574	18573
32.5	18597	19435	19031	19028
37.5	19003	19879	19470	19460
42.5	19509	20480	19994	19989
52.5	20592	21915	21249	21253
62.5	22062	23028	22576	22563
72.5	23195	24282	23767	23759
82.5	24097	25003	24592	24583
92.5	24738	25633	25194	25194
107.5	25625	26369	26013	26007
124	26374	27045	26708	26715
130.5	26604	27273	26932	26934
147.5	26958	27762	27343	27344
