depth	min	max	median	mean
10	-11	262	123	125
20	147	395	265	268
30	285	547	408	409
48	504	750	621	621
52	546	774	662	662
55	566	809	689	690
65	654	885	771	769
75	739	945	844	844
80	785	991	877	880
82	802	1001	892	894
85	818	1022	913	914
90	848	1055	946	948
95	881	1094	980	984
105	945	1177	1054	1056
110	984	1219	1087	1092
120	1052	1299	1168	1170
125	1086	1339	1208	1210
130	1121	1389	1252	1253
135	1164	1453	1301	1303
145	1252	1552	1403	1403
150	1293	1609	1450	1453
155	1334	1679	1504	1507
165	1425	1781	1606	1605
185	1631	1978	1810	1809
195	1734	2073	1911	1910
210	1910	2225	2066	2064
220	2009	2310	2163	2163
230	2108	2403	2260	2261
235	2174	2450	2307	2309
245	2273	2544	2405	2407
255	2367	2661	2505	2507
260	2415	2696	2552	2555
270	2513	2799	2658	2657
275	2566	2843	2710	2706
285	2664	2948	2804	2804
295	2752	3046	2901	2900
305	2853	3155	3003	3000
315	2949	3247	3097	3097
317	2978	3258	3118	3116
320	3003	3286	3143	3146
330	3097	3405	3248	3249
345	3244	3588	3407	3410
355	3343	3722	3518	3522
370	3533	3957	3729	3732
380	3682	4129	3900	3900
390	3850	4396	4116	4120
395	3968	4556	4265	4268
400	4174	4846	4490	4496
410	4797	5583	5200	5194
417	5254	5993	5615	5616
421	5450	6167	5811	5809
425	5593	6371	5961	5968
430	5679	6548	6107	6109
435	5800	6708	6217	6230
445	5935	6923	6415	6421
450	6017	7033	6498	6508
