depth	min	max	median	mean
5	213	888	568	567
15	427	1043	740	740
35	877	1448	1169	1169
55	1305	1828	1569	1570
65	1520	2013	1751	1751
75	1681	2178	1917	1917
95	2001	2539	2259	2260
115	2303	2900	2611	2608
135	2735	3322	3044	3041
155	3170	3791	3511	3507
165	3533	4114	3815	3822
175	3860	4372	4118	4120
185	4088	4579	4336	4334
195	4285	4757	4523	4520
205	4481	4949	4726	4722
215	4690	5153	4913	4914
225	4865	5305	5091	5091
235	5051	5474	5266	5270
245	5233	5654	5436	5437
255	5396	5821	5602	5602
265	5541	5954	5754	5752
275	5687	6093	5893	5893
285	5821	6220	6016	6022
295	5949	6343	6148	6148
305	6077	6469	6263	6268
315	6185	6585	6376	6380
335	6392	6821	6591	6595
355	6591	7030	6802	6808
375	6813	7263	7025	7030
395	7031	7484	7255	7260
415	7289	7732	7513	7510
435	7534	7989	7772	7769
455	7804	8258	8022	8024
475	8066	8549	8307	8308
495	8350	8829	8602	8598
505	8528	9019	8771	8768
515	8730	9210	8970	8968
525	8975	9447	9203	9201
535	9162	9641	9410	9411
545	9409	9874	9628	9633
555	9607	10077	9827	9828
575	9935	10397	10161	10165
585	10109	10523	10315	10316
595	10255	10655	10458	10460
605	10425	10809	10615	10616
615	10591	10966	10772	10772
625	10719	11093	10912	10909
635	10836	11201	11020	11018
645	10938	11270	11111	11113
655	11032	11372	11199	11200
665	11119	11451	11273	11277
675	11194	11530	11352	11359
695	11342	11691	11510	11512
705	11410	11770	11586	11587
715	11494	11863	11664	11665
735	11655	12046	11836	11840
745	11743	12146	11928	11933
755	11827	12288	12039	12045
