"labID","age","error","depth"
"377214",4,48,160
"377215",57,61.5,165
"377216",111,83,170
"377217",166,104.5,175
"377218",223,127,180
"377219",281,148,185
"377220",343,166,190
"377221",407,180.5,195
"377222",474,190.5,200
"377223",546,195.5,205
"377224",623,196,210
"377225",704,191.5,215
"377226",791,183,220
"377227",809,181,221
"377228",828,178.5,222
"377229",847,176.5,223
"377230",865,174.5,224
"377231",885,172.5,225
"377232",904,170.5,226
"377233",924,169,227
"377234",944,168,228
"377235",964,166.5,229
"377236",984,166,230
"377237",1005,165.5,231
"377238",1026,165,232
"377239",1048,165,233
"377240",1069,165,234
"377241",1091,166,235
"377242",1114,167.5,236
"377243",1159,171.5,238
"377244",1183,175,239
"377245",1206,178.5,240
"377246",1230,183.5,241
"377247",1254,189,242
"377248",1303,201.5,244
"377249",1328,209.5,245
"377250",1353,218,246
"377251",1378,227.5,247
"377252",1403,237,248
"377253",1429,247.5,249
"377254",1454,257.5,250
"377255",1480,268,251
"377256",1505,278.5,252
"377257",1530,289,253
"377258",1554,299,254
"377259",1579,309.5,255
"377260",1603,319.5,256
"377261",1626,329.5,257
"377262",1672,349.5,259
"377263",1695,359,260
"377264",1717,369,261
"377265",1739,378.5,262
"377266",1761,388,263
"377267",1782,397,264
"377268",1803,406,265
"377269",1824,415,266
"377270",1845,423,267
"377271",1885,439,269
"377272",1904,446.5,270
"377273",1998,481.5,275
"377274",2085,513,280
"377275",2166,541,285
"377276",2242,564.5,290
"377277",2312,584,295
"377278",2377,602,300
"377279",2438,619.5,305
"377280",2495,638,310
"377281",2548,658,315
"377282",2598,683,320
"377283",2646,710,325
"377284",2691,738.5,330
"377285",2735,768.5,335
"377286",2777,800,340
"377287",2819,832,345
"377288",2860,867,350
