depth	min	max	median	mean
110	467	754	599	600
120	625	913	762	764
130	784	1065	926	925
140	922	1225	1072	1072
150	1072	1340	1207	1207
160	1188	1464	1322	1324
170	1296	1587	1438	1438
180	1407	1716	1555	1556
190	1523	1819	1669	1671
200	1626	1930	1777	1777
210	1763	2057	1903	1905
220	1895	2186	2039	2037
230	2023	2303	2170	2169
240	2155	2415	2289	2288
250	2264	2528	2401	2401
260	2385	2632	2509	2509
270	2492	2729	2607	2608
280	2581	2823	2702	2701
290	2670	2920	2799	2798
300	2786	3044	2909	2913
310	2906	3188	3039	3040
320	3050	3352	3193	3194
330	3207	3515	3358	3360
340	3380	3690	3540	3539
350	3578	3886	3735	3734
360	3780	4090	3936	3934
370	3973	4281	4133	4131
380	4192	4506	4346	4347
390	4392	4743	4566	4565
400	4603	4975	4795	4794
410	4829	5227	5024	5027
420	5082	5448	5260	5260
430	5267	5640	5462	5460
440	5473	5848	5652	5653
450	5655	6022	5842	5844
460	5839	6217	6026	6029
470	6024	6433	6229	6231
480	6218	6711	6473	6469
490	6467	7005	6741	6739
500	6755	7351	7056	7051
510	7076	7656	7384	7380
520	7456	7920	7683	7686
530	7747	8137	7944	7941
540	7968	8327	8144	8143
550	8128	8469	8301	8299
555	8211	8547	8373	8375
560	8269	8633	8441	8444
565	8326	8706	8509	8509
570	8375	8786	8574	8576
575	8427	8887	8644	8648
