"labID","age","error","depth"
"343254",1057,335.5,70
"343255",1255,355.5,80
"343256",1479,371.5,90
"343257",1601,376.5,95
"343258",1652,378.5,97
"343259",1785,381,102
"343260",1869,382,105
"343261",2016,381.5,110
"343262",2171,379,115
"343263",2335,374,120
"343264",2509,366.5,125
"343265",2656,359,129
"343266",2809,350,133
"343267",2888,345,135
"343268",3093,331,140
"343269",3309,315,145
"343270",3445,304,148
"343271",3538,296.5,150
"343272",3778,276,155
"343273",4030,256,160
"343274",4188,246,163
"343275",4295,240.5,165
"343276",4461,234.5,168
"343277",4574,232,170
"343278",4689,231,172
"343279",4866,232,175
"343280",5048,236.5,178
"343281",5172,240,180
"343282",5297,245.5,182
"343283",5489,255.5,185
"343284",6348,324,198
"343285",6483,338.5,200
"343287",7155,388,210
"343288",7487,403,215
"343289",7811,409.5,220
"343290",8125,409.5,225
"343291",8426,406.5,230
"343292",8711,412.5,235
"343293",8983,477,240
"343294",9247,482,245
"343295",9507,552,250
"343296",9611,576.5,252
"343297",9767,609.5,255
"343298",9819,626.5,256
"343299",9871,646,257
"343300",9974,683.5,259
"343301",10026,701.5,260
"343302",10078,720,261
"343303",10182,755.5,263
"343304",10234,774,264
"343305",10285,794,265
"343306",10337,814.5,266
"343307",10389,836,267
"343308",10441,858,268
"343309",10493,880,269
"343310",10545,901.5,270
"343311",10804,1001,275
