"labID","age","error","depth"
"239446",585,266,5
"239447",640,266,10
"239448",694,266,15
"239449",749,266,20
"239450",804,266,25
"239451",859,266,30
"239452",913,266,35
"239453",968,266,40
"239454",1023,266,45
"239455",1077,266,50
"239456",1132,266,55
"239457",1187,266,60
"239458",1241,266,65
"239459",1296,266,70
"239460",1351,266,75
"239461",1406,266,80
"239462",1460,266,85
"239463",1515,266,90
"239464",1570,266,95
"239465",1624,266,100
"239466",1679,266,105
"239467",1734,266,110
"239468",1789,266,115
"239469",1843,266,120
"239470",1898,266,125
"239471",1953,266,130
"239472",2007,266,135
"239473",2062,266,140
"239474",2117,266,145
"239475",2171,266,150
"239476",2226,266,155
"239477",2245,266,160
"239478",2263,266,165
"239479",2282,266,170
"239480",2301,266,175
"239481",2319,266,180
"239482",2338,266,185
"239483",2357,266,190
"239484",2375,266,195
"239485",2394,266,200
"239486",2413,266,205
"239487",2431,266,210
"239488",2450,266,215
"239489",2469,266,220
"239490",2487,266,225
"239491",2506,266,230
"239492",2539,266,235
"239493",2572,266,240
"239494",2605,266,245
"239495",2637,266,250
"239496",2670,266,255
"239497",2703,266,260
"239498",2736,266,265
"239499",2769,266,270
"239500",2802,266,275
"239501",2834,266,280
"239502",2867,266,285
"239503",2900,266,290
"239504",2933,266,295
"239505",2966,266,300
"239506",2998,266,305
"239507",3031,266,310
"239508",3064,266,315
"239509",3097,266,320
"239510",3130,266,325
"239511",3163,266,330
"239512",3195,266,335
"239513",3228,266,340
"239514",3261,266,345
"239515",3294,266,350
"239516",3327,266,355
"239517",3360,266,360
"239518",3392,266,365
"239519",3425,266,370
"239520",3458,266,375
"239521",3491,266,380
"239522",3524,266,385
"239523",3556,266,390
"239524",3589,266,395
"239525",3622,266,400
"239526",3655,266,405
"239527",3688,266,410
"239528",3721,266,415
"239529",3753,266,420
"239530",3772,266,425
"239531",3791,266,430
"239532",3810,266,435
"239533",3829,266,440
"239534",3849,266,445
"239535",3868,266,450
"239536",3887,266,455
"239537",3906,266,460
"239538",3925,266,465
"239539",3944,266,470
"239540",3963,266,475
"239541",3982,266,480
"239542",4001,266,485
"239543",4020,266,490
"239544",4039,266,495
"239545",4058,266,500
"239546",4077,266,505
"239547",4096,266,510
"239548",4115,266,515
"239549",4134,266,520
"239550",4153,266,525
"239551",4172,266,530
"239552",4191,266,535
"239553",4210,266,540
"239554",4229,266,545
"239555",4248,266,550
"239556",4267,266,555
"239557",4286,266,560
"239558",4305,266,565
"239559",4324,266,570
"239560",4343,266,575
"239561",4362,266,580
"239562",4381,266,585
"239563",4400,266,590
"239564",4459,266,605
"239565",4479,266,610
"239566",4498,266,615
"239567",4518,266,620
"239568",4558,266,630
"239569",4597,266,640
"239570",4637,266,650
"239571",4676,266,660
"239572",4716,266,670
"239573",4755,266,680
"239574",4795,266,690
"239575",4834,266,700
"239576",4913,266,720
"239577",4953,266,730
"239578",4992,266,740
"239579",5032,266,750
"239580",5071,266,760
"239581",5111,266,770
"239582",5131,266,775
"239583",5150,266,780
"239584",5190,266,800
"239585",5269,266,820
"239586",5348,266,840
"239587",5427,266,860
"239588",5506,266,880
"239589",5585,266,900
