depth	min	max	median	mean
0	184	722	474	469
5	302	810	554	552
10	394	904	643	644
15	465	991	729	730
20	594	1103	839	844
25	692	1207	946	944
30	806	1327	1068	1072
35	940	1444	1186	1187
45	1171	1647	1422	1417
50	1286	1776	1546	1540
55	1408	1895	1659	1657
60	1528	2019	1780	1777
65	1649	2143	1896	1902
75	1885	2348	2130	2122
80	1993	2452	2244	2237
85	2135	2575	2361	2360
90	2253	2709	2486	2482
95	2380	2829	2607	2607
100	2500	2920	2723	2719
105	2624	3041	2837	2841
110	2741	3162	2947	2945
115	2820	3253	3055	3052
120	2943	3348	3163	3162
125	3064	3449	3271	3266
130	3183	3556	3372	3373
135	3290	3650	3479	3475
140	3399	3749	3583	3582
145	3489	3858	3681	3677
150	3600	3970	3787	3786
155	3723	4073	3894	3894
160	3821	4172	4000	3998
165	3919	4286	4106	4105
170	4025	4404	4208	4210
175	4134	4521	4319	4320
180	4250	4631	4437	4439
185	4361	4742	4545	4544
190	4473	4839	4647	4647
195	4580	4955	4758	4761
200	4670	5075	4867	4868
205	4787	5168	4979	4979
210	4898	5292	5090	5091
215	5009	5407	5206	5208
220	5119	5538	5322	5326
225	5234	5633	5430	5429
230	5351	5747	5552	5554
235	5480	5873	5668	5670
240	5576	5981	5777	5778
245	5667	6106	5886	5884
250	5765	6207	5987	5987
255	5879	6318	6100	6098
260	5982	6417	6198	6203
265	6094	6543	6322	6318
270	6204	6648	6422	6424
275	6309	6745	6528	6528
280	6410	6850	6628	6633
285	6535	6965	6745	6740
290	6624	7047	6837	6838
295	6719	7152	6945	6941
300	6823	7277	7061	7055
305	6953	7364	7158	7158
310	7056	7469	7260	7262
315	7141	7579	7355	7356
320	7248	7697	7464	7465
325	7361	7784	7558	7564
330	7468	7884	7661	7665
335	7566	7960	7757	7760
340	7658	8056	7862	7861
345	7752	8149	7953	7956
350	7845	8235	8050	8047
355	7934	8337	8133	8136
360	8027	8436	8222	8227
365	8122	8507	8310	8315
370	8223	8588	8404	8406
375	8309	8662	8493	8490
380	8417	8764	8581	8584
385	8484	8851	8661	8664
390	8563	8930	8746	8748
395	8642	9017	8839	8838
400	8733	9093	8921	8921
405	8819	9195	9006	9003
410	8901	9261	9078	9080
415	8985	9353	9161	9164
420	9067	9457	9242	9249
425	9139	9537	9327	9331
430	9215	9617	9406	9409
435	9286	9693	9483	9485
440	9359	9778	9558	9562
445	9433	9859	9639	9643
450	9510	9938	9729	9728
455	9575	10035	9808	9804
460	9651	10112	9888	9884
465	9717	10223	9957	9962
470	9798	10303	10035	10041
475	9860	10440	10112	10120
480	9916	10524	10186	10197
485	9962	10649	10266	10278
