depth	min	max	median	mean
0	95	523	311	308
5	207	587	397	394
10	300	703	505	504
15	401	853	625	625
20	538	1028	769	771
25	678	1202	933	934
30	862	1389	1111	1112
35	1022	1561	1289	1293
40	1215	1760	1488	1490
45	1377	2011	1688	1689
50	1584	2260	1912	1916
55	1794	2473	2133	2135
60	1999	2811	2404	2400
65	2332	3207	2735	2741
70	2650	3766	3207	3213
75	3184	4520	3893	3882
80	3821	5117	4495	4492
85	4826	6393	5635	5622
90	5862	7207	6594	6578
95	6833	7979	7456	7442
100	7595	8746	8177	8177
105	8196	9500	8905	8890
110	8812	9978	9431	9426
115	9399	10526	10017	9995
117	9851	10920	10435	10426
122	10660	12134	11443	11438
125	11029	12693	12018	11982
127	11993	13253	12795	12743
130	12969	14686	13883	13885
132	13939	15094	14582	14574
135	14940	16074	15637	15608
140	15535	16347	15982	15965
145	15797	16535	16188	16185
150	15962	16678	16323	16332
160	16240	16962	16603	16605
190	16956	17634	17304	17303
200	17218	17842	17533	17533
210	17452	18023	17747	17748
220	17684	18281	17972	17971
230	17902	18553	18220	18222
240	18150	18824	18492	18492
250	18487	19260	18859	18861
260	19053	19958	19512	19506
270	19749	20838	20299	20301
280	20682	21785	21274	21260
290	21600	22640	22139	22141
295	22071	23027	22564	22563
305	22907	23842	23383	23368
310	23266	24229	23753	23747
330	24884	25949	25410	25414
350	26391	27359	26898	26898
360	27114	27897	27525	27525
370	27616	28335	27975	27974
380	27870	28703	28258	28265
