"labID","age","error","depth"
"156178",119,169,1
"156179",311,415.5,2.5
"156180",632,824.5,5
"156181",976,884.5,7.5
"156182",1324,1086,10
"156183",1657,1040.5,12.5
"156184",1991,1143.5,15
"156185",2329,1010.5,17.5
"156186",2669,1013.5,20
"156187",3011,729.5,22.5
"156188",3355,656,25
"156189",3554,544,27.5
"156190",3751,577,30
"156191",3871,560,32.5
"156192",3994,589.5,35
"156193",4113,552.5,37.5
"156194",4232,575,40
"156195",4352,531.5,42.5
"156196",4473,539,45
"156197",4592,485,47.5
"156198",4711,491.5,50
"156199",4830,479.5,52.5
"156200",4951,510,55
"156201",5067,515,57.5
"156202",5179,571.5,60
"156203",5292,573,62.5
"156204",5406,614.5,65
"156205",5519,615.5,67.5
"156206",6082,680.5,80
"156207",6195,656,82.5
"156208",6307,676.5,85
"156209",6422,652,87.5
"156210",6537,658,90
"156211",6649,620.5,92.5
"156212",6763,622,95
"156213",6879,571.5,97.5
"156214",6993,569,100
"156215",7106,514.5,102.5
"156216",7221,500,105
"156217",7333,417,107.5
"156218",7221,500,110
"156219",7333,417,112.5
"156220",7448,399,115
"156221",7562,446,117.5
