depth	min	max	median	mean
311	251	685	495	491
318	376	764	579	578
326	486	856	673	674
334	579	922	753	755
342	666	986	834	831
350	747	1058	904	904
358	829	1128	975	976
366	898	1201	1049	1050
374	968	1263	1117	1116
382	1036	1336	1189	1186
386	1063	1371	1222	1220
394	1140	1425	1287	1286
402	1205	1486	1354	1352
406	1247	1521	1388	1387
410	1286	1553	1423	1420
414	1322	1583	1458	1455
418	1363	1618	1491	1490
422	1399	1645	1528	1525
426	1429	1689	1565	1563
430	1465	1713	1597	1596
434	1498	1743	1626	1626
438	1533	1775	1655	1655
442	1560	1802	1683	1684
446	1585	1832	1712	1711
450	1615	1855	1737	1737
458	1672	1902	1793	1792
462	1702	1933	1820	1817
466	1732	1962	1845	1844
470	1756	1983	1870	1870
474	1777	2008	1895	1896
478	1803	2033	1921	1921
482	1830	2058	1947	1947
486	1860	2088	1972	1974
490	1883	2110	1997	1999
494	1907	2141	2023	2024
498	1933	2159	2049	2049
502	1962	2188	2074	2075
506	1978	2213	2101	2100
510	2004	2239	2128	2126
514	2033	2268	2153	2153
518	2064	2291	2184	2181
520	2078	2308	2198	2195
524	2105	2331	2223	2222
528	2134	2354	2248	2247
532	2158	2376	2273	2271
536	2184	2405	2296	2296
542	2227	2445	2338	2337
546	2248	2472	2364	2364
550	2279	2499	2391	2388
554	2299	2520	2414	2412
558	2324	2544	2437	2437
562	2354	2569	2463	2463
566	2378	2605	2493	2491
570	2399	2625	2517	2514
574	2424	2648	2540	2539
578	2443	2677	2564	2563
582	2457	2701	2588	2587
586	2490	2717	2610	2610
590	2517	2741	2632	2633
598	2555	2793	2680	2679
606	2604	2849	2724	2725
614	2649	2893	2775	2773
622	2691	2949	2822	2821
630	2740	2998	2874	2871
632	2751	3013	2887	2884
634	2765	3029	2899	2897
638	2799	3060	2927	2926
646	2852	3128	2987	2988
654	2919	3191	3054	3051
662	2980	3271	3124	3123
670	3053	3359	3204	3205
678	3132	3445	3293	3293
686	3217	3564	3389	3388
688	3246	3590	3417	3416
696	3340	3701	3524	3525
704	3460	3821	3639	3641
712	3563	3949	3758	3757
720	3673	4066	3877	3875
728	3803	4195	3998	3995
736	3933	4308	4120	4120
744	4056	4440	4247	4247
753	4199	4565	4380	4382
761	4311	4693	4506	4503
766	4385	4755	4572	4573
774	4506	4881	4697	4696
782	4630	5008	4814	4816
790	4746	5125	4935	4938
798	4892	5246	5065	5064
802	4954	5299	5124	5125
806	5002	5361	5180	5180
814	5125	5473	5297	5298
822	5234	5595	5414	5412
830	5351	5713	5528	5528
832	5383	5729	5557	5556
840	5494	5856	5666	5669
848	5617	5966	5778	5781
856	5713	6091	5893	5894
864	5828	6198	6004	6004
872	5934	6316	6111	6113
880	6048	6412	6223	6224
888	6156	6515	6335	6335
896	6261	6624	6445	6443
898	6303	6647	6474	6472
906	6398	6763	6581	6583
914	6511	6892	6698	6699
922	6620	7020	6820	6819
930	6746	7148	6949	6944
946	6989	7431	7207	7207
954	7126	7563	7342	7345
962	7283	7706	7494	7492
970	7422	7860	7646	7644
978	7573	8012	7803	7798
986	7725	8146	7957	7950
991	7835	8243	8051	8047
998	7966	8363	8173	8171
1006	8099	8525	8319	8317
1015	8279	8698	8475	8479
1022	8388	8807	8592	8593
1030	8527	8941	8726	8724
1038	8654	9056	8851	8854
1046	8767	9196	8982	8981
1054	8901	9326	9112	9112
1062	9007	9479	9229	9235
1110	9701	10294	9984	9983
1129	9963	10633	10274	10278
