depth	min	max	median	mean
120	205	568	383	383
130	329	677	505	505
140	442	758	611	607
150	553	845	705	700
160	647	921	788	785
170	726	1001	866	866
180	800	1087	948	944
190	890	1153	1022	1022
200	980	1225	1104	1103
210	1063	1297	1181	1181
220	1148	1370	1259	1259
230	1221	1437	1337	1335
240	1301	1519	1422	1419
250	1393	1606	1503	1503
260	1492	1693	1597	1595
270	1595	1784	1692	1691
280	1696	1874	1784	1784
290	1808	1973	1890	1891
292.5	1850	1992	1918	1919
295	1868	2026	1946	1946
297.5	1911	2046	1978	1978
300	1932	2086	2011	2010
302.5	1970	2115	2044	2042
305	1988	2163	2073	2075
307.5	2032	2185	2107	2108
310	2050	2234	2141	2142
312.5	2101	2258	2177	2178
315	2128	2306	2215	2215
317.5	2173	2339	2254	2256
320	2198	2403	2293	2296
322.5	2246	2427	2333	2335
325	2270	2483	2372	2374
327.5	2319	2516	2412	2414
330	2344	2571	2453	2454
332.5	2393	2605	2493	2495
335	2419	2673	2532	2536
337.5	2470	2701	2578	2579
340	2500	2757	2622	2622
342.5	2553	2794	2669	2669
345	2585	2854	2715	2716
347.5	2639	2902	2770	2769
352.5	2728	3017	2874	2875
355	2768	3087	2925	2927
357.5	2839	3124	2981	2983
360	2878	3207	3038	3040
362.5	2952	3253	3104	3105
365	2991	3337	3169	3170
367.5	3086	3390	3242	3240
370	3130	3491	3310	3310
372.5	3220	3540	3379	3379
375	3262	3642	3449	3449
377.5	3342	3701	3526	3523
380	3386	3820	3595	3598
385	3538	3992	3757	3758
387.5	3629	4041	3835	3834
390	3666	4162	3909	3910
392.5	3768	4207	3989	3988
395	3817	4304	4062	4065
397.5	3917	4356	4138	4134
400	3965	4441	4206	4203
402.5	4040	4502	4267	4270
405	4090	4614	4335	4337
407.5	4144	4664	4390	4391
410	4173	4724	4443	4445
412.5	4225	4789	4490	4495
415	4255	4860	4542	4544
417.5	4307	4903	4584	4586
420	4343	4951	4627	4628
