"labID","age","error","depth"
"144159",137,284.5,5
"144160",315,389,10
"144161",729,496.5,21
"144162",879,531.5,25
"144163",1057,556,30
"144164",1428,572,40
"144165",1611,562,45
"144166",1802,552,50
"144167",1991,520.5,55
"144168",2354,413.5,65
"144169",2740,194.5,75
"144170",3323,443,85
"144171",3901,258,95
"144173",4491,532.5,109
"144174",4748,605.5,115
"144175",5127,646.5,124
"144176",5429,659,131
"144177",5642,653,136
"144178",6038,640.5,145
"144180",6468,540.5,155
"144181",6908,439.5,165
"144182",7931,786,185
"144183",8446,854,195
"144184",8952,876.5,205
"144185",9474,845.5,215
"144186",9988,740.5,225
"144187",10492,618.5,235
"144188",10741,501,245
"144189",10999,316.5,250
"144190",11258,545,255
"144191",11509,890,260
"144192",11961,1557,269
"144193",13019,3161,290
"144194",14026,4691.5,310
"144195",15554,6972,340
