"labID","age","error","depth"
"131930",37,77.5,4
"131931",98,89.5,7
"131932",160,97,10
"131933",201,91.5,12
"131934",252,87.5,14
"131935",330,128,15.5
"131936",513,171,19
"131937",726,131,23
"131938",803,112,24.5
"131939",848,137,25.5
"131940",917,165.5,27
"131941",964,191.5,28
"131942",1033,207.5,29.5
"131943",1146,252.5,32
"131944",1298,278.5,34
"131945",1747,657.5,35.5
"131946",2214,878.5,37
"131947",2534,1077,38
"131948",2899,1041,39
"131949",3450,1013,40.5
"131950",4313,611.5,43
"131951",4729,306.5,44.5
"131952",5065,295.5,46
"131953",5273,365,47.5
"131954",5478,418,49
"131955",5613,465.5,50
"131956",5885,469.5,52
"131957",6148,407,54
"131958",6403,255.5,56
"131959",6562,203.5,58.5
