depth	min	max	median	mean
2268	10068	10684	10373	10374
2274	10180	10758	10462	10463
2280	10290	10824	10557	10557
2284	10368	10885	10629	10622
2288	10429	10939	10688	10687
2308	10757	11282	11018	11016
2314	10855	11363	11114	11116
2322	10995	11490	11250	11253
2330	11124	11645	11390	11391
2338	11273	11776	11527	11531
2342	11347	11851	11600	11598
2346	11410	11912	11662	11662
2354	11545	12034	11783	11791
2362	11662	12173	11912	11913
2366	11736	12226	11969	11971
2370	11794	12270	12028	12028
2380	11913	12434	12168	12170
2390	12041	12595	12310	12313
2400	12165	12776	12450	12454
2425	12470	13194	12794	12798
