depth	min	max	median	mean
5	295	903	588	595
10	434	976	689	693
15	540	1084	822	824
20	725	1243	985	985
25	869	1376	1134	1133
30	1033	1545	1296	1295
35	1194	1667	1445	1439
40	1320	1806	1567	1564
45	1463	1924	1684	1687
50	1576	2035	1801	1804
55	1685	2132	1916	1919
60	1798	2250	2036	2035
65	1926	2391	2156	2154
70	2066	2525	2285	2287
75	2170	2671	2410	2413
80	2308	2842	2557	2560
85	2445	3022	2724	2725
90	2590	3250	2920	2922
95	2942	3930	3430	3432
100	3576	4870	4336	4309
105	4579	5783	5218	5209
110	5495	6633	6061	6062
115	6399	7484	6970	6958
120	7157	8026	7619	7612
125	7636	8417	8076	8069
130	8067	8700	8402	8400
131	8218	8729	8479	8479
132	8346	8764	8557	8558
133	8451	8814	8638	8637
134	8524	8899	8721	8716
135	8579	9012	8796	8795
136	8635	9031	8832	8833
137	8689	9063	8871	8871
138	8722	9108	8907	8908
139	8743	9161	8942	8946
140	8757	9229	8980	8983
