depth	min	max	median	mean
4	-71	30	-29	-27
7	-56	55	-3	-3
11	-32	96	28	29
15	-7	143	55	60
19	10	173	86	87
21	28	187	100	102
23	42	205	114	117
25	56	220	129	132
31	100	270	175	178
35	123	303	203	207
39	148	333	234	235
43	181	356	263	263
51	230	411	321	320
59	287	469	379	378
67	356	513	435	434
71	391	532	460	460
77	432	565	497	498
83	468	593	531	532
87	498	610	552	553
91	518	632	573	574
95	535	653	593	593
99	553	674	610	611
103	568	689	627	628
107	583	705	643	644
111	599	722	660	660
119	630	759	691	693
129	671	801	733	733
151	755	887	819	821
155	776	902	839	838
161	805	925	864	864
165	822	939	880	880
167	830	948	889	889
171	847	966	906	905
175	862	981	922	922
181	888	1006	949	949
185	906	1026	968	967
191	934	1055	994	994
195	951	1076	1013	1014
201	983	1104	1040	1042
205	1001	1123	1059	1061
211	1032	1147	1087	1088
215	1052	1166	1107	1107
219	1069	1187	1127	1128
221	1079	1197	1137	1138
225	1102	1220	1158	1158
227	1113	1229	1169	1170
229	1122	1245	1181	1181
233	1143	1267	1202	1204
237	1162	1299	1226	1228
259	1274	1462	1364	1364
261	1288	1475	1378	1378
263	1294	1494	1392	1392
271	1342	1559	1448	1449
283	1427	1654	1535	1534
287	1453	1682	1564	1564
291	1478	1716	1596	1594
295	1499	1747	1625	1624
307	1580	1865	1717	1719
319	1680	1979	1825	1826
327	1753	2053	1894	1897
335	1813	2135	1967	1970
351	1969	2286	2116	2119
353	1987	2304	2135	2138
355	2003	2333	2155	2158
357	2024	2353	2176	2179
365	2090	2443	2256	2258
369	2129	2475	2294	2297
377	2199	2566	2372	2376
389	2318	2694	2497	2497
395	2385	2749	2559	2559
411	2529	2924	2719	2721
419	2607	3033	2809	2812
427	2700	3148	2912	2913
439	2818	3367	3069	3075
447	2902	3498	3187	3190
