"labID","age","error","depth"
"380242",725,402.5,80
"380243",814,388,90
"380244",903,374,100
"380245",992,359.5,110
"380246",1081,346,120
"380247",1170,332,130
"380248",1259,318.5,140
"380249",1349,305,150
"380250",1402,297,156
"380251",1456,289,162
"380252",1652,261,184
"380253",1794,242.5,200
"380254",1883,231,210
"380255",1937,225,216
"380256",2463,173.5,275
"380257",2552,168,285
"380258",2632,164,294
"380259",2819,158.5,315
"380260",2908,157,325
"380261",2988,156.5,334
"380262",3042,157,340
"380263",3131,160,350
"380264",3279,160,360
"380265",3767,142.5,375
"380266",4092,133,385
"380267",4580,122.5,400
"380268",4905,118.5,410
"380269",5231,116,420
"380270",5556,115.5,430
"380271",5881,117,440
"380272",6206,120,450
"380273",6531,125.5,460
"380274",7182,141.5,480
"380275",7532,133,490
"380276",8087,101,505
"380277",8643,84.5,520
"380278",9013,97,530
"380279",9383,111.5,540
"380280",9735,132,550
"380281",10105,159.5,560
"380282",10253,171.5,564
"380283",10364,180,567
"380284",10661,203,575
"380285",10846,217,580
"380286",11031,231,585
"380287",11660,274.5,602
