"labID","age","error","depth"
"223764",-315,857.5,10
"223765",-216,857.5,30
"223766",-101,818,50
"223767",41,841.5,70
"223768",220,1007,90
"223769",449,954.5,110
"223770",736,912.5,130
"223771",1094,877,150
"223772",1533,811.5,170
"223773",1786,838.5,180
"223774",2063,863,190
"223775",2675,920,210
"223776",3300,943.5,230
"223777",3867,889.5,250
"223778",4354,839,270
"223779",4778,759,290
"223780",5153,660.5,310
"223781",5494,546.5,330
"223782",5816,428.5,350
"223783",6134,318.5,370
"223784",6464,229,390
"223785",6637,196.5,400
"223786",6816,174,410
"223787",7001,166,420
"223788",7191,164,430
"223789",7386,160,440
"223790",7586,154.5,450
"223791",7791,149.5,460
"223792",8000,146.5,470
"223793",8214,143.5,480
"223794",8431,140.5,490
"223795",8653,136.5,500
"223796",8877,134,510
"223797",9105,130,520
"223798",9336,129.5,530
"223799",9570,134.5,540
"223800",9807,142.5,550
"223801",10047,155.5,560
"223802",10167,164,565
"223803",10288,174,570
"223804",10410,185.5,575
"223805",10531,197.5,580
"223806",10653,210.5,585
"223807",10775,223.5,590
"223808",10897,237,595
"223809",11019,251,600
