depth	min	max	median	mean
0	-59	349	107	119
10	49	440	239	243
15	110	501	301	301
20	191	572	357	363
25	244	621	413	419
30	300	656	473	474
35	349	717	529	528
40	392	773	579	580
45	441	820	634	635
50	490	883	687	686
55	546	934	736	738
60	596	979	788	790
65	647	1046	843	844
70	706	1088	898	898
75	760	1152	951	951
80	816	1202	1000	1002
85	853	1254	1052	1052
90	899	1302	1105	1103
95	948	1351	1156	1154
100	1002	1407	1206	1205
105	1060	1480	1267	1264
110	1116	1527	1320	1319
115	1176	1591	1372	1373
120	1225	1623	1429	1427
125	1260	1692	1476	1480
130	1325	1750	1532	1534
135	1378	1809	1590	1588
140	1435	1860	1642	1644
145	1486	1921	1697	1697
150	1539	1959	1751	1751
155	1591	2026	1808	1808
160	1636	2077	1860	1862
165	1705	2137	1915	1919
170	1763	2187	1975	1975
175	1814	2231	2029	2028
180	1869	2297	2081	2082
185	1924	2359	2140	2141
190	1992	2405	2197	2200
195	2039	2476	2256	2256
200	2088	2544	2318	2315
205	2151	2596	2371	2373
210	2203	2660	2430	2430
215	2260	2725	2491	2490
220	2321	2770	2544	2546
225	2376	2832	2606	2605
230	2433	2894	2668	2667
235	2497	2953	2730	2725
240	2556	3019	2785	2784
245	2622	3079	2844	2845
250	2675	3142	2907	2907
255	2726	3208	2971	2968
260	2792	3276	3028	3028
265	2853	3348	3088	3092
270	2912	3397	3150	3152
275	2969	3472	3210	3215
280	3036	3533	3278	3277
285	3076	3596	3332	3336
290	3150	3669	3396	3398
295	3200	3729	3457	3462
300	3273	3779	3522	3526
305	3340	3852	3589	3591
310	3393	3909	3654	3651
315	3464	3965	3718	3716
320	3535	4027	3782	3780
325	3595	4127	3840	3843
330	3647	4169	3902	3906
335	3726	4241	3970	3973
340	3793	4309	4037	4037
345	3851	4384	4096	4103
350	3902	4429	4163	4166
355	3973	4504	4229	4235
360	4036	4580	4296	4301
365	4096	4652	4362	4367
370	4173	4708	4432	4435
380	4299	4878	4565	4571
390	4409	5012	4706	4705
400	4543	5147	4841	4843
410	4672	5292	4985	4983
420	4789	5446	5135	5128
430	4942	5602	5265	5270
440	5105	5776	5415	5416
450	5230	5906	5559	5560
460	5367	6056	5705	5707
470	5523	6210	5852	5858
480	5663	6351	6020	6012
490	5812	6504	6170	6166
500	5971	6697	6317	6319
510	6097	6856	6484	6476
520	6267	7015	6643	6643
530	6426	7176	6810	6810
540	6589	7345	6975	6969
550	6773	7539	7146	7138
560	6909	7704	7302	7299
570	7100	7878	7459	7462
580	7245	8020	7607	7616
590	7413	8154	7782	7774
600	7567	8322	7931	7936
610	7720	8505	8099	8098
620	7877	8624	8257	8256
630	8016	8779	8421	8413
640	8179	8916	8575	8566
650	8350	9077	8720	8720
660	8496	9230	8863	8870
670	8647	9375	9017	9019
680	8791	9518	9153	9159
690	8947	9654	9307	9300
700	9081	9800	9436	9436
710	9211	9925	9575	9574
720	9357	10050	9715	9711
730	9514	10193	9849	9849
740	9634	10309	9986	9980
750	9770	10429	10110	10108
760	9892	10567	10238	10231
770	10023	10666	10366	10360
780	10175	10803	10496	10489
790	10289	10928	10613	10611
800	10442	11070	10737	10742
810	10552	11172	10853	10859
820	10679	11291	10987	10985
830	10784	11413	11109	11105
840	10905	11558	11230	11226
850	11038	11670	11347	11348
860	11168	11814	11479	11475
870	11297	11921	11604	11603
880	11418	12051	11729	11728
890	11541	12176	11854	11857
900	11663	12307	11982	11987
910	11810	12433	12109	12110
920	11948	12561	12240	12241
930	12063	12699	12374	12375
940	12195	12835	12514	12505
950	12299	12978	12640	12637
960	12453	13128	12779	12772
970	12567	13254	12909	12907
980	12702	13415	13040	13045
990	12824	13554	13185	13188
1000	12957	13700	13329	13328
1010	13076	13828	13470	13469
1020	13208	14015	13611	13612
1030	13331	14158	13757	13750
1040	13461	14348	13883	13892
1050	13594	14482	14034	14035
1060	13733	14656	14184	14185
1070	13843	14834	14326	14327
1080	13976	15014	14472	14480
