depth	min	max	median	mean
1240	9029	9789	9429	9420
1250	9232	9908	9578	9572
1260	9398	10017	9731	9723
1270	9588	10170	9877	9876
1280	9758	10311	10029	10033
1290	9933	10477	10201	10199
1300	10067	10649	10373	10372
1310	10278	10836	10554	10555
1322	10517	11105	10798	10800
1330	10671	11316	11002	10995
1342	10980	11730	11326	11324
1350	11139	11981	11537	11544
1360	11421	12236	11823	11831
1372	11742	12537	12157	12157
1380	11991	12774	12373	12373
1392	12310	13015	12670	12666
1410	12704	13422	13087	13073
1419	12960	13613	13288	13287
1428	13176	13787	13476	13475
1435	13296	13919	13608	13608
1442	13424	14049	13730	13735
1445	13477	14111	13781	13788
1450	13538	14201	13867	13869
1455	13613	14293	13948	13947
1460	13684	14373	14027	14028
1465	13727	14474	14103	14109
1470	13799	14599	14175	14186
1480	13926	14784	14340	14342
