depth	min	max	median	mean
3	-60	186	66	63
7	-11	217	102	102
12	40	256	147	147
17	83	288	188	188
22	122	323	226	224
27	160	363	260	260
31	185	399	290	291
35	214	432	323	325
40	247	493	369	370
48	312	583	445	445
51	357	622	491	490
55	418	767	584	585
155	6284	7069	6694	6684
155.1	6293	7076	6701	6691
170	7375	8101	7734	7738
175	7870	8600	8218	8217
180	8495	9653	9108	9108
185	10299	11755	11066	11050
190	12664	13503	13058	13063
195	13225	14028	13621	13622
200	13583	14281	13942	13943
205	13831	14467	14162	14161
210	14025	14617	14336	14333
215	14205	14765	14488	14490
217.5	14287	14840	14563	14563
220	14335	14900	14626	14623
222.5	14372	14976	14682	14681
225	14436	15031	14734	14736
227.5	14481	15117	14784	14790
230	14538	15163	14827	14836
232.5	14570	15229	14872	14880
235	14604	15281	14911	14922
