"labID","age","error","depth"
"52112",-45,266,0
"52113",14,266,10
"52114",72,266,20
"52115",228,266,30
"52116",426,266,40
"52117",624,266,50
"52118",821,266,60
"52119",1019,266,70
"52120",1187,266,80
"52121",1354,266,90
"52122",1521,266,100
"52123",1687,266,110
"52124",1854,266,120
"52125",2020,266,130
"52126",2187,266,140
"52127",2354,266,150
"52128",2517,266,160
"52129",2622,266,170
"52130",2728,266,180
"52131",2833,266,190
"52132",2938,266,200
"52133",3043,266,210
"52134",3148,266,220
"52135",3253,266,230
"52136",3358,266,240
"52137",3491,266,250
"52138",3627,266,260
"52139",3762,266,270
"52140",3898,266,280
"52141",4034,266,290
"52142",4169,266,300
"52143",4305,266,310
"52144",4441,266,320
"52145",4576,266,330
"52146",4712,266,340
