depth	min	max	median	mean
1	23	350	188	185
5	83	391	238	238
10	139	454	305	304
15	224	516	371	370
19	276	579	431	431
21	297	643	462	462
25	370	731	550	550
30	501	912	695	698
35	644	1122	874	873
38	776	1218	991	989
40	821	1290	1072	1069
45	1038	1531	1296	1289
48	1189	1673	1436	1434
50	1274	1797	1532	1533
55	1447	2017	1736	1736
60	1649	2190	1929	1922
65	1812	2339	2098	2089
70	1950	2468	2234	2232
75	2086	2614	2376	2369
80	2222	2758	2499	2498
85	2369	2857	2619	2617
90	2490	2976	2725	2726
95	2576	3087	2830	2829
97	2615	3131	2867	2866
100	2662	3193	2915	2919
