"labID","age","error","depth"
"132616",82,98,12
"132617",93,96.5,13
"132618",104,96,14
"132619",115,96.5,15
"132620",126,98,16
"132621",137,100,17
"132622",148,100.5,18
"132623",159,102.5,19
"132624",170,105,20
"132625",190,91,21
"132626",211,78.5,22
"132627",232,70,23
"132628",253,68.5,24
"132629",274,73,25
"132630",295,82.5,26
"132631",316,93.5,27
"132632",336,109.5,28
"132633",357,125,29
"132634",377,143,30
"132635",417,140,31
"132636",456,143.5,32
"132637",496,153.5,33
"132638",535,165.5,34
"132639",574,184,35
"132640",613,205,36
"132641",652,228.5,37
"132642",690,252,38
"132643",729,278,39
"132644",768,304,40
"132645",813,268.5,41
"132646",859,237.5,42
"132647",905,208,43
"132648",950,184,44
"132649",996,164.5,45
"132650",1042,150.5,46
"132651",1088,145,47
"132652",1135,153.5,48
"132653",1158,162,48.5
"132654",1226,199,50
"132655",1277,183,51
"132656",1329,177,52
"132657",1380,182,53
"132658",1482,207,55
"132659",1533,238,56
"132660",1584,272,57
"132661",1636,309,58
"132662",2059,346.5,61
"132663",2704,277.5,63
"132664",3349,224,65
