depth	min	max	median	mean
102	10326	11040	10686	10685
112	10532	11185	10857	10859
120	10679	11367	11028	11026
130	10927	11628	11282	11283
140	11271	12010	11630	11631
150	11679	12460	12077	12071
160	12199	12857	12540	12533
170	12594	13161	12886	12885
180	12860	13362	13111	13112
190	13039	13506	13282	13286
200	13232	13648	13433	13436
210	13340	13793	13571	13573
220	13470	13945	13697	13700
230	13594	14056	13828	13829
240	13727	14180	13953	13953
250	13844	14301	14069	14071
260	13936	14436	14186	14188
270	14060	14559	14307	14307
280	14173	14676	14413	14420
290	14297	14802	14539	14542
300	14407	14929	14663	14665
310	14507	15070	14780	14786
320	14635	15221	14923	14919
330	14734	15387	15057	15060
