"labID","age","error","depth"
"148253",-43,6,0
"148254",-18,37,2
"148255",7,72,4
"148256",44,95,7
"148257",80,120,10
"148258",105,123,12
"148259",129,132.5,14
"148260",166,139.5,17
"148261",203,151,20
"148262",229,145.5,22
"148263",254,148.5,24
"148264",292,146.5,27
"148265",331,151.5,30
"148266",356,139.5,32
"148267",380,137,34
"148268",415,128,37
"148269",450,126.5,40
"148270",475,107,42
"148271",499,99,44
"148272",534,75.5,47
"148273",568,62,50
"148274",578,60,52
"148275",588,61.5,54
"148276",603,61,57
"148277",618,62.5,60
"148278",627,62,62
"148279",637,67,64
"148280",651,69.5,67
"148281",665,74.5,70
"148282",674,72,72
"148283",683,73.5,74
"148284",698,72.5,77
"148285",712,72,80
"148286",724,69.5,82
"148287",737,74,84
"148288",757,78.5,87
"148289",779,86,90
"148290",793,84.5,92
"148291",808,87,94
"148292",829,89,97
"148293",850,93,100
"148294",869,95.5,102
"148295",888,104.5,104
"148296",934,120.5,107
"148297",990,169,110
"148298",1027,165,112
"148299",1065,175.5,114
"148300",1122,178.5,117
"148301",1178,194,120
"148302",1216,183,122
"148303",1253,179.5,124
"148304",1288,178.5,127
"148305",1312,178.5,130
"148306",1328,172.5,132
"148307",1343,171.5,134
"148308",1367,164.5,137
"148309",1391,160.5,140
"148310",1406,151.5,142
"148311",1422,147,144
"148312",1448,143.5,147
"148313",1515,166,154
"148314",1555,184.5,158
"148315",1594,200,162
"148316",1633,214.5,166
"148317",1671,227,170
"148318",1710,237.5,174
"148319",1749,245.5,178
"148320",1787,257,182
"148321",1827,269.5,186
"148322",1866,279,190
"148323",1886,280,192
"148324",1905,286.5,194
"148325",1925,290.5,196
"148326",1945,294,198
"148327",1979,299.5,201
"148328",2030,303.5,205
"148329",2110,302,210
"148330",2190,300.5,215
"148331",2270,291,220
"148332",2349,281,225
"148333",2427,271.5,230
"148334",2505,258,235
"148335",2585,240,240
"148336",2665,222,245
"148337",2745,203,250
"148338",2830,223,255
"148339",2915,241.5,260
"148340",3001,249,265
"148341",3089,251,270
"148342",3173,256.5,275
"148343",3257,250.5,280
"148344",3340,241,285
"148345",3425,234,290
"148346",3425,234,295
"148347",3509,215,300
