"labID","age","error","depth"
"381285",-39,96.5,0
"381286",-23,92.5,5
"381287",-7,91.5,10
"381288",8,94.5,15
"381289",24,101,20
"381290",40,110,25
"381291",56,120,30
"381292",71,131,35
"381293",87,143,40
"381294",103,156,45
"381295",119,169.5,50
"381296",134,183.5,55
"381297",150,198,60
"381298",166,213,65
"381299",182,228.5,70
"381300",198,244.5,75
"381301",213,260,80
"381302",229,276.5,85
"381303",245,292.5,90
"381304",261,309,95
"381305",276,325.5,100
"381306",356,312.5,105
"381307",435,304,110
"381308",514,298.5,115
"381309",593,296,120
"381310",673,296.5,125
"381311",752,300.5,130
"381312",831,307.5,135
"381313",910,318.5,140
"381314",990,332,145
"381315",1069,348.5,150
"381316",1148,366,155
"381317",1227,385,160
"381318",1307,406,165
"381319",1386,428,170
"381320",1465,451,175
"381321",1544,475,180
"381322",1624,500,185
"381323",1703,526.5,190
"381324",1782,554,195
"381325",1861,582,200
"381326",2052,552.5,205
"381327",2243,525,210
"381328",2434,500,215
"381329",2625,478,220
"381330",2815,460.5,225
"381331",3006,448.5,230
"381332",3197,440.5,235
"381333",3388,436,240
"381334",3579,435,245
"381335",3770,439,250
"381336",3960,446.5,255
"381337",4151,457.5,260
"381338",4342,472,265
"381339",4533,488.5,270
"381340",4571,492,271
"381341",4724,507,275
"381342",4914,527.5,280
"381343",5105,550,285
"381344",5296,575.5,290
"381345",5487,602.5,295
"381346",5678,632,300
"381347",5802,600.5,305
"381348",5927,570.5,310
"381349",6051,541.5,315
"381350",6176,514,320
"381351",6301,487,325
"381352",6425,462.5,330
"381353",6550,441.5,335
"381354",6674,424.5,340
"381355",6699,421.5,341
