"labID","age","error","depth"
"134677",5430,583,410.5
"134678",6767,481,510.5
"134679",7914,290.5,606.5
"134680",8078,184.5,614.5
"134681",8532,198.5,632.5
"134682",8673,271,638.5
"134683",8813,329,644.5
"134684",8978,389,651.5
"134685",9098,417,656.5
"134686",9239,443.5,662.5
"134687",9427,482.5,670.5
"134688",9451,487,671.5
"134689",9567,508.5,676.5
"134690",9708,521.5,682.5
"134691",9849,539.5,688.5
"134692",9990,561.5,694.5
"134693",10131,583.5,700.5
"134694",10272,589.5,706.5
"134695",10412,593,712.5
"134696",10553,594,718.5
"134697",10763,605,727.5
"134698",11139,601.5,743.5
"134699",11186,599,745.5
"134700",11421,586,755.5
"134701",11469,577,757.5
"134702",11517,571,759.5
"134703",11541,571.5,760.5
"134704",11587,558,762.5
"134705",11656,554.5,765.5
"134706",11749,538,769.5
"134707",11818,531,772.5
"134708",11887,524.5,775.5
"134709",11933,512,777.5
"134710",11956,509,778.5
"134711",12121,477,785.5
"134712",12169,459,787.5
"134713",12240,441.5,790.5
"134714",12287,427.5,792.5
"134715",12334,412.5,794.5
"134716",12382,402.5,796.5
"134717",12431,392.5,798.5
"134718",12537,439,802.5
"134719",12722,540,808.5
"134720",12844,590,812.5
"134721",12906,610.5,814.5
"134722",13082,630.5,819.5
"134723",13188,630,821.5
"134724",13702,589.5,826.5
"134725",14191,283,831.5
"134726",14329,318,836.5
"134727",14449,335.5,841.5
"134728",14544,350,845.5
"134729",14567,352.5,846.5
"134730",14613,351.5,848.5
"134731",14681,372.5,851.5
"134732",14742,392,854.5
"134733",14783,410.5,856.5
"134734",14885,444.5,861.5
"134735",14988,469.5,866.5
"134736",15090,503.5,871.5
"134737",15193,535,876.5
"134738",15294,554.5,881.5
"134739",15417,576,887.5
"134740",15478,592,890.5
"134741",15600,619,896.5
"134742",15681,639,900.5
"134743",15802,657,906.5
"134744",15885,674,910.5
"134745",16004,702,916.5
"134746",16085,719,920.5
"134747",16285,761.5,930.5
"134748",16775,835,954.5
"134749",19383,1186,1082.5
