depth	min	max	median	mean
25	-18	832	408	410
50	347	1179	770	776
75	802	1519	1157	1160
100	1222	1896	1544	1543
125	1598	2231	1918	1920
150	1973	2612	2301	2297
175	2380	2979	2687	2688
200	2754	3368	3076	3067
225	3148	3764	3441	3442
250	3518	4124	3825	3825
275	3905	4488	4198	4197
300	4301	4869	4571	4573
325	4687	5238	4962	4959
350	5085	5618	5351	5348
375	5472	6001	5738	5735
400	5873	6362	6109	6112
425	6245	6749	6492	6491
450	6618	7115	6868	6868
475	6993	7501	7242	7245
500	7373	7886	7633	7628
525	7745	8261	8009	8008
550	8146	8654	8392	8391
575	8507	9028	8767	8767
590	8721	9264	8994	8992
600	8853	9454	9136	9140
