depth	min	max	median	mean
0	-47	127	38	39
10	317	954	658	654
20	1026	1706	1361	1361
30	1644	2461	2040	2050
40	2375	3272	2810	2814
50	3037	4046	3536	3535
55	3449	4434	3948	3945
60	3768	4818	4315	4299
65	4125	5190	4663	4662
70	4511	5539	5037	5023
75	4825	5842	5387	5368
80	5210	6104	5679	5670
85	5456	6345	5943	5932
90	5733	6547	6167	6161
95	5960	6717	6352	6351
100	6155	6885	6521	6519
105	6277	7023	6675	6667
110	6457	7148	6798	6799
115	6591	7277	6928	6932
120	6728	7378	7039	7045
125	6812	7502	7149	7150
130	6900	7584	7247	7248
135	6995	7682	7339	7335
140	7062	7777	7409	7417
145	7117	7862	7498	7495
