"labID","age","error","depth"
"238433",166,96,5
"238434",1802,111.5,45
"238435",4749,220,117
"238436",5199,239.5,128
"238437",5485,252,135
"238438",6508,298,160
"238439",6917,316.5,170
"238440",7327,335.5,180
"238441",8022,367.5,197
"238442",8554,392.5,210
"238443",9338,366.5,230
"238444",9715,329,240
"238445",10093,294,250
"238446",10470,264,260
"238447",10848,240.5,270
"238448",11226,222.5,280
"238449",11603,209.5,290
"238450",11943,204.5,299
"238451",12358,209.5,310
"238452",12736,225,320
"238453",12897,224,330
"238454",13004,221,340
"238455",13112,222,350
"238456",13219,227,360
"238457",13326,234,370
"238458",13433,242.5,380
"238459",13626,262,398
"238460",13755,278,410
"238461",13862,292.5,420
"238462",14077,324,440
"238463",14184,341,450
"238464",14345,368.5,465
"238465",14527,401.5,482
"238466",14720,438.5,500
"238467",14849,464,512
"238468",15042,503,530
"238469",15181,532,543
"238470",15342,566.5,558
"238471",15525,606,575
"238472",15685,641.5,590
"238473",15846,677.5,605
